state,1995-12,1996-03,1996-06,1996-09,1996-12,1997-03,1997-06,1997-09,1997-12,1998-03,1998-06,1998-09,1998-12,1999-03,1999-06,1999-09,1999-12,2000-03,2000-06,2000-09,2000-12,2001-03,2001-06,2001-09,2001-12,2002-03,2002-06,2002-09,2002-12,2003-03,2003-06,2003-09,2003-12,2004-03,2004-06,2004-09,2004-12,2005-03,2005-06,2005-09,2005-12,2006-03,2006-06,2006-09,2006-12,2007-03,2007-06,2007-09,2007-12,2008-03,2008-06,2008-09,2008-12,2009-03,2009-06,2009-09,2009-12,2010-03,2010-06,2010-09,2010-12,2011-03,2011-06,2011-09,2011-12,2012-03,2012-06,2012-09,2012-12,2013-03,2013-06,2013-09,2013-12,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06,2018-09
US Average,5.310652534763858,3.876766387004866,0.6971153705866177,0.1637731479108066,-0.4145632960694012,0.9971926303160121,3.6678792569459864,1.4587822767157275,2.0346844262287576,2.3341348799492785,-0.7239997401125775,0.5545129234143535,0.8329079204581629,-2.081013662965288,-0.129079420330038,0.3390481738579176,0.3443037166665367,3.6484417127184745,2.7516027517170394,3.328644053104889,2.1971256414816116,-2.03926064243341,-7.4761925931222635,-14.741825342326282,-20.618134830016434,-21.951104375162867,-22.247543149598815,-15.381797721275273,-3.6825175547040456,1.7160085751986118,8.928741373443547,9.978899889716304,6.6331261143600955,6.244147906802384,5.47369516423238,8.127291527670694,10.21538160897936,15.132075945062217,35.270991731924006,34.291797565008174,35.77912861526306,30.366674734288434,9.47708475555593,8.292990059999786,5.284494155436317,6.546732908346896,7.274940105730876,2.677392147523236,-3.668086786573089,-6.918588948449517,-10.271417526092318,-12.76819032070056,-13.788600009940872,-17.000287031598212,-12.319311884374654,-12.614751406893967,-7.947555520091106,-3.664446921139788,-13.1370331726198,-8.953064243168733,-5.711470631917918,-4.3185530945987916,9.715735857648694,9.09999269257519,2.925657168574883,1.4045315635481292,-5.224097051174913,-3.4782715716016948,-0.8360272858129004,1.2558795213887208,6.595189354319225,5.177715580514364,5.271187632043099,5.117674788641431,0.4483358402754899,1.629974521310449,2.926524027629989,2.226018047866653,6.384040073242413,5.2502959314262805,1.7243716722877667,-0.7612324990548888,-8.11897756599268,-10.063036557332621,-9.254619254214777,-14.329152689654087,-5.2765076550243455,-2.361834014441083,0.06367443779431355,6.370085327206297,6.347445521919474,10.116011049732176
Alabama,5.848507895479095,-10.91634040151073,-1.7751707518918092,-10.577669374770661,-9.91356228288244,-2.8314444035692907,-6.546127266124392,1.9734178362374768,10.680696015840214,7.392059222991389,9.664643257407231,5.810015528193474,-6.3220082116146905,-1.555396256512075,-5.423133416177369,-6.37532722301202,1.999109726511026,-1.2007318316966193,0.9286774302320784,1.1177878512089914,-19.720739457007095,-19.941233476406577,-24.521609971149086,-30.37932932221727,-11.142797043897335,9.988891815842754,23.283222025342685,15.284655954712745,14.220017304876992,-17.922628049694946,-21.295284218402024,13.336984412923606,22.559137484135878,40.572786444186505,49.30111945838011,20.440388085147035,15.717483856958639,18.58314734506544,22.38032119015017,31.67479358921555,21.36292717208599,29.085513989241953,29.420988268883587,35.61834190851362,43.38605656961496,24.607006620537277,7.768851428068118,-11.457501628546316,-14.32906529024764,-6.928894290984681,-5.397858193657384,-0.48954126001678944,-13.499684844038917,-14.238079554647943,-7.615675823082832,-5.497056599954176,10.678401308047123,1.3552570886517097,-15.171838631841714,-3.520495772187883,-16.243701311350137,-16.808336491803693,-5.49650702712055,-39.44791571446898,-27.993556187554603,-12.362139425736993,-9.687412668047784,33.57990688917791,14.313274460671218,2.462572986347743,1.7396256267469712,-9.232261298380449,-0.15925576985130138,-10.410002855424633,-9.331025749603983,4.464066937740211,26.457835150780696,46.54453201525058,37.25266901208322,31.29469829152278,-8.110800346204007,-14.194336152191928,-10.908544421609296,-30.037258486649122,-22.292336551300643,-25.869895211570032,-14.118667013492814,11.442166866124854,17.766964385782938,19.502471070331797,12.506950894945598,5.3147326475318595
Alaska,-47.2801552969037,-38.84498866109015,-40.025502929289495,-34.304826013581234,6.527519898561633,-11.46080800342756,-1.1585424326329243,-15.950313381121234,-15.659599263722242,-2.694141785607168,-17.847868345530067,-22.351272127697484,-7.054981685011398,-16.908018387982406,-24.775998544121784,-7.940726176218484,14.198123919803567,27.47102139707322,101.0553348713821,89.20664321657385,25.371135632420938,17.124200132137783,-11.675851659258083,-6.359962446486417,-23.442095661989224,-23.577310312687853,-33.610904189515324,-46.29917553227691,-40.92412041502561,-41.91928715136998,-25.225162968513672,0.1682923552576869,45.10163702899497,53.47107767517365,60.39431817535706,62.26645827093675,61.78724694678972,64.14731389203534,68.4671915600349,49.305938543223895,41.05569353957888,44.13949354092918,34.07678330438883,50.51934406880639,17.000778231297762,10.373433070256448,-3.2761051368295075,-17.76324149799833,43.88443378807825,42.52089002867352,54.292227299839,58.12620774930082,-30.109913529830244,-29.622771760837974,-52.21476009735302,-72.22482719864777,-59.07888644608145,-49.26557019883487,1.0445271187792053,76.41563689865364,102.46532765376983,54.85473942683381,10.537161025292061,18.247226789150876,-5.856140786271192,-2.8999750711528796,-10.007508688102416,-12.623330430791931,-10.49958393865485,-8.218075871384103,-6.9414536846746335,-27.182966153734956,-22.897415218684472,-30.626011116516167,-36.59370367255408,-22.09207529706147,-27.199875196022443,-20.740192448822267,-40.695136024726594,-65.16977044945347,-84.21181212652245,-75.50379143863964,-72.42080703186653,-99.48791737887652,-31.16881661710828,-40.542233634889214,26.67031480940488,18128.214006375354,354.97714356630013,139.22240300727933,116.65438419066099,59.49613570988013
Arizona,-1.3993869023304244,0.7229605684898919,9.619053680530975,16.427813396927327,31.680460998687582,33.76863932712342,43.307520186047384,18.936662580874444,16.09798360368408,9.742480987770904,-12.55010904829221,-9.931262469881194,-17.51080534107151,-13.472832939212417,-6.570650993231129,-1.0257287603359395,2.7649763502748494,-2.133775968055937,-0.1568138211166577,6.628026779726665,9.65735089122684,10.374989947881268,0.26651721682258056,-15.275109854603619,-29.385228499041204,-30.476869395372,-32.315714088294094,-34.53489026349802,-24.24433318354035,-15.9545495240305,1.8106838879212463,17.734143343671445,41.38150119228701,27.4829543002041,25.642742744211226,34.32559828893532,22.836683641573423,36.8506660082052,36.58221229717659,34.30211690184132,23.205897819469072,16.258680963903515,20.839443720243743,15.030373721882656,21.979644075325176,22.604100665038732,8.981659038282217,3.0194069257711744,-8.40907064349853,-17.70182350961224,-23.275028495708185,-28.621694661813958,-28.642738893891362,-21.48488766738533,-25.48305556460845,-26.63289765363153,-40.346490537862856,-38.13076812798998,-30.9372691368674,-12.760255749390295,33.56684837913427,90.42104925095536,101.71700781662966,81.65644487960748,67.66660203259593,-20.21539205695174,-26.0068810516204,-27.38193646109824,-35.774836957600556,-10.39106657838622,0.6289402927378656,-5.526354482223666,-0.9186710160378485,-0.3778963540622737,-14.41439954227199,-7.078738264654091,-0.11081822426655127,-2.0826040446784035,19.16277330879624,14.026952821598321,2.1112294712198296,5.547801738383218,-17.92920281549316,-20.986048345550124,-21.620601602511876,-38.95601750317951,-36.499483136168244,-33.184285469628435,-38.75778665553423,-13.471720880860197,-1.6285052031588567,17.430475473425165
Arkansas,8.388278673896275,13.940333203515967,16.082580357780586,6.534395939249182,7.330374551609707,-4.530627499332855,-3.9311636632449987,-1.548784490699942,-7.537606487378554,-1.0810771917358304,-0.44148886465744785,3.27690563193049,9.138868200746815,10.773223337401491,-9.053577861352569,-5.80048614007146,-7.901569871537009,-11.317103875202577,1.2626516133713193,-3.226099244935904,-6.677713282464001,-10.196171056918939,-18.536599793017807,-33.3813539215358,-28.063736254276378,-35.060705131326706,-15.115683711083575,14.533234008979798,20.225009938574782,43.909546842874725,7.94093031663103,-2.6167799500017,-7.234908950704128,-6.549126521302083,0.46746161765663624,7.401314531379481,25.27901564376075,33.63804055531103,47.92806162968613,48.4703685523043,34.05117190550973,26.79970336572765,28.034895025177438,20.694764994325407,2.619439896298592,-3.947640536684769,-3.999547556995273,-3.5416814630325053,9.310957369766474,9.325299587228493,-8.635014138694789,-14.708640503500378,-15.642265890550302,-14.98220824014131,-0.6346924250856761,-0.500102826219057,9.055522345543087,16.159533905238977,10.200761095466234,23.917762086258186,-8.297153967897211,-12.804124059080449,-4.099608550629177,-9.852999305662255,8.43729281000356,10.798750866701184,4.218204293035373,1.6273258611257997,1.0761526574952442,2.1744959158399255,-1.8758623314641985,3.371156194007611,2.5072948854637773,-1.862111826801956,-2.521880303533342,-7.077674688505133,3.5609633649922747,6.892337312651222,18.497346571558666,21.80078642846338,3.5791948437391876,1.8719268124652872,-6.135389644501124,-12.2460126075711,-6.001746218379851,-21.149904212850153,-13.402790182306779,-3.429746263052217,-5.753021603512961,12.685359354722475,-3.408027555514049,-6.399527116232651
California,17.219484220236417,10.586406051227248,-1.1960061854880033,0.4412070914088795,-7.463986543033167,-7.626529595781791,-3.1516176710404387,-7.299043900226929,-2.9282310110905656,-3.074386797778129,-5.429508627029371,-0.4212708854797491,0.1934073238448132,-1.6940323533215107,-3.9982948157591602,-2.522665551600907,-2.2357531443844545,7.909271131452125,17.00683668227831,18.271992124720963,16.785798389088676,12.007028164025892,1.5760056034974812,-12.106067161329964,-20.528428373103264,-24.82799173614041,-18.65990653637814,-8.810233874870613,15.851786806157591,21.644136894682998,16.52609595825137,22.479416503403097,5.035325577019213,2.7352792908205346,-0.34737611378211236,-1.1483880374014614,1.5738072189613175,11.111921305687108,74.6298892812393,69.3351242901451,73.11728850636993,52.54343915810612,-19.358442056231336,-20.28935162839409,-21.955071256038266,-18.95958351483669,0.5554384394079098,-0.9510494290961785,-6.785895532342398,-8.745168907468608,-9.344737948832385,-14.615083865833334,-13.083110936537343,-8.146185050515676,19.79080034858751,25.221034630584317,29.900863437734635,24.896301561744668,-23.870396616435663,-26.070296471782186,-22.22621178228987,-23.68520382884745,1.4352897886698384,4.633845018529366,-5.668780254251626,-8.537712339688717,-20.02562657843293,-21.40980746071805,-25.628276860684917,-21.156732102443485,-6.911031956792941,-3.3830263437756005,11.575084393408865,13.521973391847993,9.791756297100783,15.49886068582113,20.6368767676087,17.541405370604945,19.949567104563304,10.967490371548374,0.06224092245299628,4.7138937279849555,-6.212051609349693,-3.417574984336564,-2.599698802645787,-9.950132256607942,2.3467736651529396,3.866102176722022,12.903607801551267,17.40931809960932,20.634016467039288,21.225369866798115
Colorado,17.566080975113803,13.65556003442278,5.7930708121126395,0.14995180589894583,-4.175460179655864,-5.619407519711602,2.306255952313773,13.658286453005674,26.498194665268272,30.414006757185657,19.43020824486776,8.109183361824732,4.176705602368192,1.345952035234496,10.77074389933503,10.45187525059291,16.74203453729792,12.840400676898724,-5.006702321746889,3.6359330012437874,-10.06221187332878,-9.892680199761358,3.806172818694155,-10.342099818308132,-9.84523744951378,-11.375653854490661,-37.0958914760504,-33.99162781246088,-36.05387226488679,-33.61432714092727,-5.40610928239833,2.099110760096592,26.09411920154744,20.528682019131626,15.889832110908475,18.93197328425658,11.606999108116929,23.4136977263805,30.083021387657073,28.621509528008808,32.06845726563005,35.378306375367,39.55271684376291,30.973917911299083,22.359945787203173,10.375127223006436,2.049000330118984,3.739032654739019,6.534073812407752,10.666800255927718,1.3200672658792398,-2.9657303852966073,-15.825273011488274,-27.71259033351306,-36.50401152082606,-39.93654833862814,-38.9641708523081,-9.568590580493723,10.088937296732766,20.695619943057267,40.539926123604374,4.049530766147966,4.032622903201806,2.290217671903144,6.239272110291311,8.997241912534601,25.00243716552123,41.72029672235983,32.81416844254997,44.49235272121543,30.674067919774146,14.275720505069343,16.03867435662844,13.506292721584352,7.994782887959487,11.76906270243417,3.5550007202030773,-3.3865480098945704,-7.297580050671177,-8.75621474511425,-7.537156692872268,-1.0133925682094285,-0.5268025287185141,-5.616241042058514,-10.68472046178663,-25.940918930267838,-22.610905370269638,-22.28169523694587,-11.315614981129604,23.644821355541133,44.60853313848772,73.26353296537333
Connecticut,-1.6169812998834625,18.163792918546257,17.40289334652589,17.332537510069617,-2.4288494999002994,-9.109053360029886,-22.21214703610745,-25.164243288118556,-15.982706043147282,-19.218192683790498,-1.3629713710820117,5.166484422470342,-0.14603971474660984,0.470040282700079,-11.688502176575398,-18.626838441261416,-21.834629623612653,-26.988297375793056,-18.29290919052552,-18.67912843139778,1.0307521883543465,11.472120837033087,-7.692229309707528,-6.984237191078554,-36.52950559623192,-53.63503910095555,-62.20431133023394,-52.68400563148301,-2.1545903633516126,56.66401649976554,127.38324698268019,96.36431063499595,31.77482745717138,-12.269929341441307,-4.466234883856486,-3.1775652375295373,14.561982513865116,65.36601711134288,65.64844562331305,61.37368639633182,25.150478407058856,25.274609837416467,6.443111207830232,10.529433266237776,9.405224357779458,-0.24883990525149993,9.05842944829778,-0.669746693287687,-9.882973005840084,-17.443988124901693,-19.16212976147372,-13.301435710907644,-14.420256833478827,-16.030357224386762,-27.352464712015482,-34.12148130270201,-11.673392169353807,1.4974022363295407,14.517980238777078,30.194799801278176,5.621572786631317,7.780886876331781,75.0565696674046,67.30688936278625,81.24891069627506,69.92424705917757,-32.84163709355837,-35.12612104854992,-43.18672941400385,-44.90296828235441,-10.7729862814339,-5.8464182908369375,29.818533899145578,19.318395385817336,8.934843891441652,7.784285587154276,-28.17409176721758,-10.05048755485867,9.309502182308043,9.551865334689069,33.356713960881045,17.986831881059974,14.90525207813759,19.03650811059613,27.093128574313454,27.392161535034486,10.668976155929078,2.5796636099618437,-2.9462600458390957,-7.204413817373617,-11.150708892662498,-3.7226371116172907
Delaware,-2.7327410365186524,-10.247429326189302,-14.159662356724537,-13.27104158533773,-10.519448636732605,1.8033294728365874,2.105122759439167,2.8147606499414977,5.5060161145005315,5.841848376186095,17.00072492144289,18.660903650372727,22.39014468227896,19.484366902558587,10.611070044776934,8.776899627530236,4.144882641166664,-3.19679500990177,-10.799338965048284,-19.58734125701782,-22.226018113161363,-24.26957416870125,-28.314000972607463,1.1439504702625307,5.733820476958801,5.146580062512278,56.22853885751662,-4.27663253394091,-12.912169547248567,-3.5443749621288703,-73.81278082752357,-63.76631099651079,-60.63101260883775,-59.16341126344287,18.302315078777234,38.915409900885905,55.92500286272624,101.27669047081045,197.530740359992,146.1632511953243,127.57614185611135,60.79236435292744,14.144034229160665,8.126696100735856,6.512821628449069,13.956877031363296,4.049735040861109,5.567068805930064,-1.2718273710887977,-17.558160977748084,-6.002649275870567,-0.7223970808095364,7.643911043753205,20.5895646808943,-32.68856553498101,-55.16747680346459,-61.64920693845568,-62.15139275208315,-32.24808245735376,2.971545498815228,47.718404343257866,80.80653886729124,98.80277306627441,84.1811627245374,32.64616151381136,16.625935753737433,-12.31816401963617,-6.3973784909599205,8.484836261177096,7.630008223769832,16.856462740910416,7.57698560653283,-3.712002354993438,-10.66075986748073,-12.077845445001554,-13.869192775920725,-2.375380603838798,-2.8300023718644054,43.37446575427776,52.73848547588778,50.97371503178173,68.42274125884332,-20.96464284902543,-25.848888460555326,-41.14817733126255,-49.36476651896074,-24.6551742699316,-23.705970231479792,-6.6439724769068125,0.1249963969631117,1.656944828982452,4.511219649381445
District of Columbia,0.584945691369217,-5.938275207661623,-13.316167415150653,-18.687973492974244,-11.903016410184476,-2.8904600579947224,-8.306127510882295,-0.29609178156106924,5.484866639931403,39.52956825822563,31.52488762819053,26.743665111022214,14.505347446414204,-25.084480089536775,13.36943457797934,17.59529513749558,31.074972754867524,50.492229526449336,-0.652129907762684,-7.944651180171139,-27.378159407800933,0.8359823815959674,27.867658469306317,24.962511864787803,31.623980067213996,-35.10089919754196,-58.36888803851322,-54.42327890225004,-47.72114989726826,-21.06673661306271,10.605614569555849,10.004469412826488,3.9836446390484093,-0.41260852293281475,13.524742958201646,12.94737446353891,24.462707866048483,37.18987408670935,19.667241243922355,24.40535039702878,16.15750493781595,16.862252245113535,18.16808673158047,6.784068457649593,12.102645133720488,5.420383912602528,33.48004379354461,62.10485877611721,58.48003390102539,61.25351504583334,32.83473220702263,15.16467132274942,11.473875136814836,1.1560733018958351,-13.155870612855333,-20.979272374325518,-22.996452382182742,-17.146699899500785,-7.707865720062969,-1.9536430827281257,-3.8865571523131934,-8.311530750167629,0.7684872087375432,7.685443758851945,13.14852611823415,27.7439304853501,17.723877160226678,18.487914547456846,21.39984415107588,11.954208673870415,5.36962446785672,-1.9737138717058438,-8.171773745121188,-13.462067556567824,-10.368989435678547,-8.91397476742044,-4.065812606509344,3.292011808012322,11.654390281070153,8.87435895429895,8.78300591414084,10.507412483924721,0.5086189113770764,9.48217242709471,10.111542110441608,0.6223669204791451,13.832932904646956,7.896046208147993,0.9137273631929727,1.6355788730888579,-7.636466157424769,-7.767799636990748
