"Geography","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01"
"Florida","40474.58853039206","41215.047500257715","42455.17245644779","42931.00569013504","45028.28792220734","45008.56426485243","45315.51368243824","47228.70844586469","46899.15900422637","49554.045466103154","50279.711692952624","50191.77705391197","48062.03296910972","47971.22196337148","47153.92291172731","44281.25439989005","42311.35412156823","42660.21631103323","42990.176662199774","43764.7411229083","42767.05278837233","41770.59718242106","42308.47775487063","42765.40915025943","41676.498900457","42544.339824073126","42472.841566161565","42389.42693193141","41350.64764457273","40909.741720784805","40725.24334261073","41378.178582963956","42982.36938116345","44342.47991959592","45107.18255162699","45476.590217503355","44518.34919767721","45531.65209428582","46818.62073669382","47714.4035082294","49093.41588496032","50720.20670721232","51318.901889839544","51014.82883895131","51920.062529636125","51507.920272824114","52694.21608081642","52139.077308181295","53080.88194687833","53507.406037178305","53705.8753393121","55474.42994880253","55721.386575267155","56597.0347799196","57650.606810294485","58060.69451946536","58986.0627770333","59303.284932824805","59880.20191045597","59793.5"
"Georgia","60089.41121210099","60119.87644674961","60088.3231680064","59936.54101681065","60983.78345785664","58444.83256312331","58305.56291901537","59964.28614122278","58668.96964660952","60398.959757012766","61804.168705179945","62962.93566592175","59097.659019879255","59376.74233014242","57204.46229528701","52881.66310746806","50243.70020012675","52232.64480504319","53171.08283662986","54800.42886828325","53599.228187852306","52314.79213418498","52729.336934225","55435.846619525706","54673.12770921584","55174.71603682332","57171.27695040192","54877.67999899937","56051.67957706547","55166.01168406657","53700.416288649474","52691.255390914244","55607.213564424135","55278.62424785698","54821.64572812781","55294.40088722858","54762.34732497249","56497.7776558487","57574.397287448715","58014.51112371168","56535.31517711218","57206.6383834762","56980.8692338481","57269.744940962606","58932.276317501084","59312.00370651413","59447.465196290985","59296.77108918982","59551.917429371926","60508.3081885194","61384.183684666954","63037.46668640139","64036.83518728528","62804.62525015843","64423.09084086589","64809.34649444648","64707.07034955471","64789.761700743795","65516.57515593209","65241.3"
"Hawaii","1686.450577118264","1672.3763700166014","1633.941210256733","1643.3644145809894","1664.7105478492806","1639.031558573373","1630.4264459428625","1648.2578148972832","1561.8582421300266","1594.6122095722167","1651.8937779805979","1742.2777602933193","1837.4490939990717","1953.527215433881","1925.2273027687515","1804.1345822482042","1753.9734415446471","1933.0143237055163","1880.368608228361","1903.5478728844898","1753.9128421599253","1633.6382133331235","1578.2352258511216","1561.676443975861","1572.614632918165","1563.1308292091867","1498.5318850956355","1503.531334335193","1561.9794408994705","1519.3023242090687","1497.744093094251","1480.9126139877417","1667.7859666239174","1647.106426587567","1715.7200799389443","1723.0677553364753","1748.4588975349536","1851.1597047924026","1884.3530177738262","1892.1854882491325","1885.7619534686107","1831.389155526881","1823.7081835133797","1779.6524308205544","1912.1984350535417","1856.9166463409836","1877.020492222476","1890.6099042463632","1922.00038553231","2004.1277016766721","2008.1121112221374","2052.273912838226","2058.2732519256947","2076.6500153426127","1996.3255308937269","2041.426622973005","1894.048919329331","1892.9581304043368","1930.4842993933771","1925.5"
"Idaho","5954.219842233009","6465.025915395284","6433.8457853675445","6201.957454923716","6110.046430305131","5548.507841539528","5485.036650485436","5364.241419902913","5335.431276005548","5463.0402167129","5852.754811026352","6099.4555547850205","6379.928600901525","7024.861076629681","7127.214852635228","6726.909382801664","6640.553013176143","6276.612018030512","6820.301648751733","6783.344677531207","6816.376359223301","6875.5519504160875","7297.187295423023","7519.669743411927","7199.943802011095","7240.011380027739","7209.423746532593","7475.306565533981","7535.074653259361","7802.883085991678","7272.154316920943","7014.714573509014","7235.493593966712","7285.115178571427","7280.078958044382","7433.091187586684","7362.287851941746","7327.034308252426","7428.499339459084","7892.201938280165","7518.855060679612","7350.956355755894","7250.08382108183","6942.20781033287","7471.751586338419","7710.3795648404985","7746.966225728155","7076.556399098475","7934.8616886269065","8055.5828571428565","8388.121536061026","8470.478554091538","8637.044141816921","8595.495322468792","8705.403429264908","8921.516539528431","8428.559424410541","8480.550995145632","8634.377907420248","8543.8"
"Illinois","102978.12789312299","100372.2182089429","101839.81041926924","103007.54762902777","103882.21900804262","104196.78387656283","103012.07374224387","105122.37402925904","104702.57702846406","107194.20235393716","107629.84075098856","107350.35325989325","99949.02662323584","103582.3640074748","102208.6886463829","97080.60237252088","95302.97140689043","96057.70078567814","98587.79807348827","101255.94181439","100341.6669447341","100884.80053066829","102619.43342074563","103714.75281904625","106399.86948450841","108421.91056380924","107293.77684469178","110050.1797933078","117736.65156258066","114359.03957505242","111226.96922949856","109287.52971639187","107264.35710878701","104462.69302800979","104950.38172704654","107592.50031695557","105498.04142619685","109981.156566762","111596.97898491623","109666.59169824177","108435.4889034576","103793.95980032832","108243.12909177259","102573.04076028042","103127.4896292549","103687.59613974954","103542.76051683376","104599.60795279738","101269.52015403836","105529.72421870969","106138.48644627759","108046.24316687143","110549.18377538484","108781.73656449065","108888.10022506943","108779.47350788259","108760.23752671409","108716.10792285693","109641.69807555314","109598.7"
"Indiana","90195.38053516779","89244.39377894536","88456.51230940064","88608.55961054085","88285.11353356985","86681.70563063673","89383.54009695855","91996.91067898058","95782.42772797443","101262.58106058554","104785.47095306448","108020.85322156921","106082.01975733283","105582.56741055711","99389.17401077918","92354.45221135876","80651.4175175365","80377.7323754841","82825.23317444412","89789.92106546054","95675.53386777888","98028.12029087561","101058.00832814234","99582.68875768491","99449.99293123526","96829.2503588549","94042.6380034125","95460.82464859303","93582.81010481271","92592.19890041437","91087.39136852368","91337.11754191153","97098.32800693334","97149.93193944154","99441.69944208217","98599.44954364486","101008.24739322373","103310.15138260704","103167.31906941472","100544.73349944479","98236.37901849796","98299.9624353384","95292.19036914658","93959.70311188148","96122.46078325163","97241.16032012567","98550.61010752105","98694.36391950816","98342.3513798987","99394.70300354791","98948.69758686997","101603.53561465752","102650.35824553801","101542.71669420144","102542.54288654769","102402.47506973972","101638.55256885951","101868.9272675568","102419.06204804593","102073.5"
"Iowa","31584.43145804261","31465.94324358612","31258.58886828726","31580.77030534873","34056.375190538","34059.03784704264","33588.74614191056","33710.229844934765","32978.66497028486","33207.32059762084","34161.21729040821","35201.317487533306","34166.54260341749","34919.07589804144","33967.841861758716","32403.531165282566","28252.44967454842","28504.736378363083","29706.925790208155","31276.561799693583","31156.40942492169","32046.069529534612","32087.673537419618","31389.391869077714","30172.22501439404","30345.630519258735","30393.225504279177","31876.99084148996","33383.72159105326","34181.85287831917","33417.33762942434","32149.91313321558","32839.208335854324","32219.475034399307","32250.761248328832","32796.605831780085","34037.403762942435","35800.74803314044","36584.900373756995","36864.8121388073","36896.4311847999","35934.54652249861","35192.33102183015","33546.47646989939","32775.304579742966","30762.336262234934","30840.55179705874","30096.006471948716","30995.651538454036","31821.07505489251","32620.870502473826","33075.85193270422","33195.00581128688","33785.44989119085","34373.56414665327","34362.24785650855","33900.94261707962","33988.14461760659","34465.42579606336","34106.3"
"Kansas","20065.10918200885","20419.63411792123","20612.806362153344","20560.441901654624","22444.560288976925","22987.246515963645","23856.897436494986","26287.961360988113","26430.77352598462","26995.507946865528","27154.605709624793","27244.301771148916","25787.86823584246","25988.556909811232","25020.94185504544","22603.156956420415","20017.755674667907","20575.975856443718","20671.434514099274","21653.080237706825","22607.41626660452","23392.131531111627","24114.96152412025","23506.38126310883","25240.42160335586","26527.986017245395","25470.674900955484","24830.275087392216","27865.409415054764","26682.824469820553","23601.08827779072","22069.740992775573","20476.75898391983","20918.72505243533","20960.817058960612","22560.56385457935","20857.841971568396","22989.50144488464","25007.16173386157","25664.09769284549","24265.79121416919","23748.410300629224","25075.060149149384","25789.37152178979","24334.190724772776","25335.379165695642","25970.016383127473","26349.8466324866","25794.633022605452","26273.680144488462","26593.378955954322","27150.0958517828","27668.729503612212","27878.68844092286","28286.830575623397","28242.98473549289","27694.28536471685","27750.408040083894","27978.907504078303","27952.6"
"Kentucky","33388.942308771795","33619.585438964146","34381.75779226854","35797.11728351171","37505.7592479979","38002.16698974627","37957.269425941166","37399.67064965197","35848.53223561111","35968.379764800535","35447.712855512305","35924.20635525035","36014.001482860556","36064.33020357757","33673.172853828306","31080.700621210985","27050.05803832048","27561.673019422193","28858.63328998578","30860.91980484245","31498.899703427887","32566.30307518149","33936.76500261956","33651.086149053204","32842.567923433875","31910.943474477954","33068.50405096923","34866.579065938175","35052.32463232542","36542.27201182546","36532.133852256564","36704.120487800305","38531.16167296609","38291.10453745977","38341.43325817678","37642.98647930544","37526.03556713569","37901.87162543971","37518.794024586474","37051.352453034946","36878.27958610882","37528.20802990045","36808.03662338148","36445.95949592096","35908.63703876955","37084.66354876131","37194.37291838185","37172.64829073422","36646.188147406625","37302.271902365086","37389.89456721053","38070.96164396377","38097.39327426838","37933.37233552877","38507.98873680862","38487.71241767083","38199.13694708479","38346.14026083377","38585.83531921263","38701.7"
"Louisiana","94023.94901192555","97506.03293514151","96428.75464652483","94784.02564449515","87943.88474316124","81891.26006402035","78080.44985711544","75101.60800759358","68490.31328371924","66789.05872706526","65724.95144146783","66981.13585442942","64681.14945219174","65841.29530147125","62939.833094687514","57764.17769991214","54446.18252264442","56404.82042996637","58798.65022871626","64909.44683785885","70465.96373660771","70433.0362290596","69093.98425543516","64589.501222849416","60153.617164322284","56170.48633458209","53802.99854187073","55803.89341721279","57200.01973725399","57321.30272338964","54138.85911886177","50856.53540810454","49838.52663307449","48833.140069271234","48551.60987973463","49272.722295038926","52075.40197917824","55415.34882814472","56448.17498157142","56528.847375064375","54154.225289050904","52362.42008663954","50412.01405620462","48624.05039634054","48551.60987973463","48900.64145974492","48163.61408245903","48213.00534378123","49600.35099514293","50610.12789328594","50795.61951914047","51848.202177096064","53507.74855752239","52832.18586099302","53816.71833668245","53883.670935363676","53190.546901475296","53397.99019902859","54514.78149670305","54347.4"
"Maine","6501.904548130277","6426.920743063932","6326.63602991556","6496.32977177322","6517.158606513872","6742.477589384802","6502.94598986731","6552.6901481302775","6590.059528106152","6703.760461278648","6908.128086851628","7202.059701809409","6762.0199372738225","7043.025422436671","6879.457808443908","6499.576619541617","6059.353071170084","6366.639644873341","6504.354999276237","6672.517209167672","6653.036122557298","6572.416279855247","6690.037934861279","6270.5206986731","6444.686513872135","6243.565736067551","6102.297227503016","6281.118899879372","6236.030598793727","6414.178397104944","6031.356666827503","5823.007058142341","6009.792696743064","5817.1259753920385","5884.513381905911","5943.507993244873","5855.2304907117","5996.31521544029","5976.650344993969","5973.464758504221","5803.097142581423","5626.909705186972","5613.3097013269","5637.507906393245","5745.879108323281","6037.176488299156","5957.046735826296","6111.792725693607","6051.511627503015","6073.994516767189","6025.353061519903","6240.6251946924","6226.657623160434","6258.574749336551","6308.870259107358","6211.158519662244","6276.891871652593","6290.2468303980695","6335.8252217129075","6348.2"
"Maryland","17306.51731219948","17075.80863556189","17241.1663565854","17912.894967018627","18061.419866141543","18265.9881605335","18952.76729407785","19231.400004832434","18589.97047382028","21028.155217822023","19912.634208809533","20804.97180273999","20359.793171768913","21159.055162249013","21100.635368594","20607.53270350593","19951.844782177977","20794.07997680431","21641.8601009979","22692.42622079397","22842.535385507526","21972.179476647256","22347.84845482881","22983.33698987605","22044.065527822746","22508.255345881556","22057.729818542055","21774.34431101554","21070.93038876942","19582.90893275666","19413.392514557712","19145.84966293764","20977.65675212023","20682.19121946505","21264.012757629207","21069.94022277527","20695.855510184356","21010.530263126104","20811.30886510257","20582.38248725445","20826.755454611353","20647.337376470874","20406.529006692926","20733.0857515645","21580.667842559254","22013.172348805183","22507.067146688576","22509.64157827337","23091.463116437528","23330.291154227172","23225.531592045812","24195.89426631551","25036.347162152364","24047.76543359026","24742.66392828666","25012.979244690363","24386.79826998816","24436.90066929229","24617.903013023413","24588.0"
"Massachusetts","37696.107318784976","36822.6723830735","37859.22759540342","39282.3284329322","40594.2109000393","41439.470515243964","41941.18894181281","43055.84416537217","44937.1646890382","46195.16803447437","47835.762574161075","50625.11930433644","46814.03647788737","47169.44095936816","45905.5059675095","43424.10054743502","42230.85100877768","42574.392197413494","43385.54484568883","45604.96921543673","46842.70610226274","47741.844839138335","49606.85333514252","50462.98763545508","48602.92217813629","50706.185138777124","47155.60045104902","49366.621655031726","49665.18119163033","49974.12110946829","49181.752008197494","48900.49310699781","48022.60943646947","48722.0494104546","49935.56540772212","49060.647560405014","49420.006472834124","50429.86927626285","51698.747306806916","52986.40888435552","53679.42290804964","53145.08042615711","51766.46693679699","51441.21499129719","51164.404824914374","51238.55040519549","53938.93243903353","50719.53134322772","51488.17385880856","52242.975866070265","52451.07779472591","53564.25010667964","53695.73493571148","53580.06783047295","53273.5994319777","52834.65759671352","52579.102496677966","52581.57401602067","52955.762044506","52822.3"
"Michigan","94143.24818832622","93868.53857876938","92083.36777197066","94354.35943168344","92661.93624225922","94127.34859677631","94271.32823136721","92650.45320391761","97849.6196407396","97695.04027844877","98319.54090210375","96705.73235978742","90963.32987834336","88739.15368263867","82616.04431463832","74094.74655452589","58044.10888488735","58942.43580745751","61163.07876059554","65518.68353463043","68945.92882427863","77057.37044665993","83184.01305722693","81732.73367297642","86206.70207299398","83988.70905178094","83615.06865035795","87999.82267556766","88493.59332425665","88922.88229610435","86686.33975141641","89222.32460362774","91967.65407791296","93721.02570161184","95088.39057490448","95160.82204752075","91833.39086038034","94387.92523606659","94895.82885502218","93743.10846765338","94285.46120163379","92388.10994334402","93165.4233080065","91925.25516711318","90874.11550353552","95858.63745443367","95028.32545127146","94705.0337564232","94452.4069129079","95923.11913127499","96045.89931046599","98204.71051868769","99180.76877772411","100402.38739514252","101491.50941631166","101214.1498748298","100200.10925820193","100266.35755632659","100332.60585445123","100560.5"
"Minnesota","39705.895338534385","40863.864219460746","42121.95991715585","42867.74755237054","42436.259341990466","42931.50543569413","41230.69654816057","41738.96361803596","40112.239594927705","40431.478010724","41129.22273385683","42220.290737211246","42057.75303465393","44347.19984498488","44082.29032976714","42135.429892505905","39720.263312241106","40808.63732052552","40622.751660694776","41923.50228033171","40631.282645083134","42022.73109874378","43521.49035602654","44827.17996662515","43488.71341600806","45448.14583026268","45011.718628920906","45593.62156404327","46075.39768239689","44992.86066343082","44551.49447112738","43979.46951792839","45725.17832329546","46348.38918282466","47270.63349512507","47485.704101547606","48450.154336611515","50136.14625126003","51084.43251590388","50535.306520799975","51241.13322914285","49210.309945532936","50181.49516827188","49398.440601255366","49680.412085249845","49699.27005073992","50425.30172210786","50399.70876894276","50727.478169127426","51119.45445181402","51128.88343455906","52640.66366801351","52336.24222510228","53272.40551193109","53366.69533938146","53371.18533116481","52661.76662939527","52782.54740836743","53244.5675628743","53005.7"
"Mississippi","17389.07964358813","17422.574099622136","17560.69168798709","18305.472906990475","19040.845570928126","19435.064028182325","19566.407456899946","20224.06545599465","19591.434213374792","19667.078996103286","20362.1830443596","20874.76112434071","20302.156463040228","20609.06352928442","19907.373492482093","18376.4134121861","16349.246137723374","17096.473581043847","17050.559832323073","17827.518309651266","17918.78129378887","17913.32433185075","17748.11010489648","17251.90291072975","17361.04214949225","17336.956248523973","17355.20884535149","18129.909269463908","19226.57044792569","19131.920383964418","18788.31995296387","18121.629741006065","18041.845194048652","16996.366555144454","17082.172577343936","17050.183490120446","17458.514779973237","18215.527120562074","18021.334544005353","18109.39861942061","17738.889720932064","18070.07085924585","17835.233324805165","17690.5297478942","18184.66705994647","18095.47395792333","18139.12965342833","18171.118740651815","18434.181940289698","18469.18176513422","18694.987086711804","19184.420121231207","19178.02230378651","19100.119467842243","19297.32278202","19019.958578682203","18925.12034361962","19011.30270802173","19123.264513303944","19122.7"
