"Geography","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01"
"Missouri","17633.58356774259","18024.506445411313","18282.558089648894","17932.707477486594","17665.492299908936","17920.598522715776","17418.076899726806","17523.78480218557","17365.059313973492","16988.863543458465","17007.35424466255","17101.11682687443","17216.80643529293","17143.170899524437","16970.209207730448","16600.55881817262","16829.647151674595","16657.339997976324","16531.832318122026","16958.10025295963","16701.357684913488","16865.48311241526","16851.73781240514","16863.5194981281","16430.21527876151","16273.45340483659","16191.145239299807","16345.779864413638","16391.106627542245","16117.182434483459","16531.995952645957","16413.524557320652","16822.610867145602","16777.77500758879","16561.777436001215","16521.196074066578","16609.39508246484","16698.903167054537","16830.138055246385","16614.958656278457","17025.190407770922","17270.969462713754","17470.767216432258","17491.548800971366","17706.56456541536","17793.94540119397","17842.708489325105","18137.25063239907","17969.68887989477","18057.06971567338","18376.975209956494","18333.612061115047","18590.681898209048","18495.119336233936","18520.809956490946","18437.192714762725","18659.081129211776","18666.281048264696","19047.058585449766","19406.4"
"Montana","2706.0634587992604","2735.2504543296386","2766.736521554053","2709.7083285580966","2798.1104389397337","2838.9610176983906","2811.1478576924965","2864.475106010249","2845.8021578611306","2799.680536682002","2830.0170680593983","2889.540594967174","2860.7461238723617","2838.484380883773","2786.4468557114556","2728.269126868482","2757.1196728826603","2771.8954141357913","2747.5869365903172","2757.792571915061","2990.643674585373","2983.0174855514992","2952.148242440119","2934.652867597701","2898.3163198480656","2898.652769364266","2847.933004797066","2900.0826798081175","2791.4935984544604","2738.502799652909","2831.27875374515","2853.7367589515216","2726.8392164246306","2740.8018713469437","2732.278483603202","2760.568280423713","2746.1850636061495","2770.101016716056","2799.624461762635","2781.3160005894006","2850.708713305719","2866.409690728401","2901.4004404132356","2840.7554151181253","2985.877306439201","2985.905343898885","2975.924008251609","3021.709179914537","3069.8494981908675","3107.447731626254","3157.662821919154","3170.952577809067","3201.653596162347","3216.597562173578","3243.205111413088","3239.392016896151","3283.9435403330112","3292.7192652139033","3360.0932808330194","3425.0"
"Nebraska","5822.373997438334","5951.079047225551","5891.484983679709","5615.94741230426","5791.16075693096","5738.987627153659","5614.07801677478","5665.741311407677","5556.863183902822","5599.292797587076","5623.424994422179","5715.365265462959","5710.550155765814","5764.875922819486","5662.002520348718","5543.550821798951","5615.210983762343","5528.9921960087595","5483.843461554353","5498.741977440813","5510.524834111474","5568.192853778457","5627.560323926786","5644.21493864397","5541.058294426311","5531.824613477668","5460.787583357435","5570.798677849853","5708.454166838822","5596.573676816924","5714.968727017313","5639.343180597446","6035.088549353386","5957.93349750031","5975.94767260257","6006.7077263149195","5830.87124984506","5927.51333388423","5968.016903689626","5955.044431682023","5959.406354584143","6145.382885592696","6071.060251208528","6117.341952650498","6166.682664958889","6324.051779531463","6307.227219766145","6391.633260339627","6432.476720241292","6493.713585919101","6707.674401520473","6631.708965004338","6730.050499524852","6655.331326695038","6604.291163905301","6580.612153865223","6642.925338181218","6609.6727570962275","6731.126818163038","6855.3"
"Nevada","9975.215903857325","10451.132526544923","10820.096688621203","10440.306318287125","10713.66807679655","10614.049499198576","10310.217202931313","10411.232710627068","10151.578328702115","9978.35899657733","9946.666144983936","9898.995905397174","9621.879897249966","9457.304070105198","9223.842127513632","8805.286946966144","8421.567710732057","8309.289454122949","8142.7055399626215","8401.224916183128","8206.440475673859","8359.75355390527","8565.800743327896","8646.648072736944","8587.453159843495","8774.641792946082","8752.640143906041","8721.209216705978","8885.34850319519","8579.682736174589","8728.543099719327","8729.678105423773","8998.849073639854","9068.782886659992","9089.387605602255","9284.957819291527","9401.863406849536","9494.584642089716","9514.316279720866","9467.60642957633","9566.701158387636","9863.98534482155","9818.497808512573","9954.087336128394","10398.223799091485","10598.595959991879","10571.181206822937","10471.388012962741","10663.989750194229","10653.16354193643","10884.792013774664","10976.290935179286","11301.775647962146","11450.286778982436","11687.590279342905","11667.596717318418","11943.752336023404","11956.848555690096","12228.72607597063","12473.8"
"New Hampshire","6435.142099575529","6614.910215545778","6721.544619144048","6549.101230577516","6810.520183807782","6838.058887612447","6596.4564449550235","6569.031302815531","6380.064691966199","6130.512932746603","6111.8320388255","6057.719905370148","6407.546614938277","6295.007004750964","6192.574382764127","6069.643880213404","6135.850331009775","6178.60629794774","6134.885056855797","6262.64193017641","6307.896253748199","6396.247229253476","6370.071265430897","6388.979282682347","5986.800645469061","5995.1474278593405","5889.932545075743","6092.185870750419","5625.50420771837","5564.464812687411","5759.336630125784","5763.027384243935","5464.246643171463","5500.643156859692","5481.678358775654","5530.850559795943","5059.001840998481","5142.412884068694","5248.649821838857","5319.62586257253","4824.21309825149","5016.92724405156","5109.536782000857","5142.356103236108","5152.974118929865","5189.086728455159","5142.810349896803","5230.99098290432","5244.618382725184","5335.070249036178","5389.068820826356","5457.489724093617","5509.898432571362","5514.327337513144","5568.55303263367","5483.3817837532615","5640.778251684256","5650.601335721797","5765.128275049652","5832.3"
"New Jersey","32417.774795399422","33488.209095532424","34656.89155621626","33046.38652922306","33721.474937798295","33793.83735544949","32781.05766450199","33503.50521633675","32909.60391049214","32128.61928096393","32341.88250371645","33215.820482747826","32542.791167357795","32048.314646741255","31530.89394491824","30489.87526171661","29927.742822157892","29888.62005163915","29585.933353415225","30108.060553947267","30075.703375322744","30217.48664893201","30326.618587747435","30191.306749863077","30231.311988889756","30258.962668805256","29643.882118770045","30049.523476253813","29790.077734919018","28831.128622955952","29540.339147171584","29500.92222048353","30499.58241530397","30502.229820827793","30341.326396213128","30389.86216414991","30533.116218605745","31166.14029496909","31202.90981613332","30653.426091855094","31580.018025193647","31960.361952116422","31836.816361004614","31911.826184179637","32267.16683671074","32460.133283780608","32651.923106173224","32994.320887254515","33273.769248102646","33607.34234410453","34372.442540489785","34280.66581566387","34912.80742351928","34710.427979031374","35024.29261168922","34883.3918065879","36281.2219231672","36341.81809404585","37030.43768640951","37596.1"
"New Mexico","5328.358145721377","5429.809103568942","5550.022251879096","5427.626244844763","5550.64592580029","5692.791607005767","5600.020111228152","5737.696129331738","5633.698502972631","5519.046447126457","5589.469627394619","5611.142296156112","5522.3207352127265","5501.999359947154","5428.405837246255","5390.88145632108","5408.084461980682","5403.406907571726","5324.8759663280425","5386.879548660085","5337.973118673118","5355.072178679188","5297.278395315207","5208.04105175769","5176.129736123262","5133.719909482066","5096.2475013836565","5178.520486154505","5197.438595097391","5130.913376836693","5238.081345628538","5222.697388905751","5204.66281801789","5185.952600382067","5191.721584153113","5200.868801663959","5277.320829836996","5333.035700130332","5390.049891092821","5310.063710699685","5353.149184088839","5365.830553819786","5419.622429522773","5375.289608291228","5477.5201585402865","5509.067664387352","5452.885038653122","5498.984935994716","5432.459717734017","5515.564267733123","5539.419795218796","5526.946316794915","5704.537465854922","5603.866100408848","5638.116193247755","5638.895785649248","5584.584181678599","5564.938453160986","5673.19785131492","5822.1"
"New York","62964.45315407605","64316.93893004394","66089.05188414876","63270.09965711964","63790.335475841755","64185.128875606395","62670.268394896586","63880.1191361108","63520.98449503459","61753.32888576582","61927.16533437186","62495.15841919453","61894.05362987546","61894.05362987546","61433.67358466605","60217.45520797176","59167.43211730742","59308.15686141707","59559.041699332025","61520.910190743074","61386.553082113496","62105.45912781395","62817.997538034324","63038.31772564492","63599.30641143951","64221.42439784282","63005.84278469653","64788.14395556948","63719.017958464916","62558.19801044727","64138.645136601845","64289.55809747961","66330.38526884362","66134.2620960573","65933.68157843495","66147.63413056546","66504.22171744965","67344.74960081953","68012.71456267938","67025.73106326778","66807.95792984922","68879.34975151757","68217.11566158978","69116.22579137636","69223.83883098961","69498.92068372885","70228.65170974543","70806.19624778822","70676.93324754269","70945.64746480185","72792.89851757155","72398.10511780693","72138.30559021987","71468.430337716","71053.89726796313","69788.01133452424","72507.6284480642","72624.15617734959","74028.85656425409","75212.6"
"North Carolina","24337.09097855924","25028.014419467323","25660.494653906077","25044.18447659322","25231.98814006974","25508.265116106537","25040.719464351954","25524.666174048518","25380.290663995842","24905.12198531048","24965.182197492395","25099.16267082128","25265.252257585875","24865.62084576007","24533.67267304696","23873.93434231026","22815.71960382818","22974.648165294162","22842.74669931004","23515.190074931375","23572.016275688107","23735.56485347578","23734.64085021144","23472.454923955782","23013.687303212406","22867.69478744714","22539.442627791377","22854.758741746424","23240.299103791083","22813.8715972995","23237.065092365905","23109.09064025521","24065.43401884413","23883.174374953633","23866.542316195562","24304.05786185919","24453.053388233548","24873.474873506937","24939.310106090958","24922.21604570072","25131.04078344091","25492.32605979672","25957.330702574374","25922.911580977816","26715.244380146894","26980.895318643816","27177.01501149937","27433.42591735292","27681.520793827436","27570.17840047481","28163.61949699533","28165.467503524","28627.469135692558","28584.733984716968","28755.44358780325","28848.30591586913","29863.32350174345","29919.9187016841","30592.131076489353","31136.6"
"North Dakota","2121.350387224368","2159.1033768922243","2195.470676302608","2149.1490305528346","2163.1473300926014","2225.446832892815","2171.9987801046154","2204.3786851006416","2157.745966027762","2129.494852411142","2162.072713158235","2182.2924791601204","2197.7330277433784","2200.64580522337","2186.8737408276806","2192.24682549951","2229.462506700183","2245.6948782877103","2272.9562131489934","2333.191320259505","2370.1807663161007","2389.948062029832","2398.6863944698075","2404.1160379276566","2544.1273127183335","2530.100733785557","2536.831229321849","2683.855793578914","2792.278986377835","2783.6537715098975","2856.4732085096944","2879.351237454485","3009.662680442859","3019.701864961278","3038.649058277729","3075.723342513354","3120.5179010406073","3162.116888157773","3240.5356449734763","3205.412638855516","3224.557787923036","3205.045006746391","3205.469197641535","3131.8013788514504","3030.9005045930912","2991.563868916696","2956.780215514851","2976.9151433377074","2931.4984381642425","2976.660628800621","2971.1178677707335","2954.9986137552446","3004.317875164039","2990.828604698446","2997.33286509066","2972.475278635196","2993.3454706763023","2974.737630075966","3026.0364489954345","3060.0"
"Ohio","37899.811570735175","38874.48526098158","39425.71375937846","37681.08045161968","36346.20126715178","36520.59940236309","35615.68496620121","35710.54451264325","35977.84632735966","34498.23298955751","34446.402515728354","34206.48283812924","34050.33946099612","33628.198180437896","33173.133139774356","32465.109308598705","32419.798391226042","32291.363129033045","31796.20281616204","32596.15239337431","31878.023249691087","32569.096234079843","32686.774228119626","32798.91059917139","32922.456194022016","33046.6537445183","32816.51340160393","33217.46612367854","32709.266697894545","32138.153552305346","32685.144339005503","32858.56454074834","33746.528130123326","33751.74377528852","33952.22013632583","34087.17495497533","34184.642323999964","34667.0895017808","34958.18769756342","34774.01022766736","35258.08729456231","36061.948605648475","36333.814109884435","36062.60056129413","36408.137053488506","36584.81703345959","36788.87915054797","37417.69037077717","37962.72529054038","38797.88047261773","39183.83821484239","39424.735825909986","38946.85233764871","38727.79524071038","38714.43014997456","38452.34398042335","38936.421047318305","38972.93056347469","39706.05468700786","40362.9"
"Oklahoma","9219.760726846423","9515.142477530284","9532.219558421259","9519.592868307931","9865.377881985149","10159.828155529503","9778.440015631106","9825.531359906214","9854.924638530674","9551.0560961313","9585.106760453302","9633.026084407971","9574.343024618991","9612.740582258695","9486.784173505275","9444.764204767487","9521.869812426728","9599.18241500586","9462.358772958187","9681.773388042204","9723.586361860102","9996.198671355998","10069.888862837046","9837.744060179757","10035.320711215318","9979.22508792497","9867.758323563892","10107.665435717077","10304.931594372802","10183.943063696755","10406.462602579131","10503.64671746776","10690.149140289175","10544.010726846423","10616.458948808127","10499.71381398984","10540.698808128174","10665.827237202031","10729.685169988277","10707.743708479875","10491.848007033997","10762.907854630716","10896.316080500195","10753.903575615474","10606.52319265338","10731.858616647127","10469.492555685814","10787.643747557639","10506.648143806175","10700.188393903869","10791.783645955451","10786.712270418131","11045.559417741304","11024.652930832355","11030.759280969127","10949.720769831965","11155.163227823368","11151.230324345448","11417.943278624462","11653.4"
"Oregon","10016.228687621542","10242.48742485748","10478.886870300128","10229.090525942194","10657.884325251585","10615.181709959112","10507.634382555845","10626.531860429006","10497.58670836938","10193.272428147853","10347.70890175462","10283.794529846276","10037.254376196921","9879.003507760106","9698.145372403747","9355.128939760285","9279.21317924033","9235.115053644182","9120.311072661802","9360.245810873763","9368.52583867557","9412.344862210985","9377.550138639339","9392.435581878544","9320.985454330354","9215.391841352233","9015.647799886132","9139.569114852526","9297.819983289339","9122.729957188174","9409.088671502408","9383.969486036247","9679.259466294006","9620.927135600365","9572.27034301221","9653.396008665884","9676.654513727144","9820.671177066466","9906.076407651413","9801.692236936478","10136.428641778133","10305.936626664597","10313.844518385427","10294.400408154213","10789.062293797093","10774.26988457813","10834.835031757651","10836.695712162553","11261.489048601406","11378.991016170894","11755.964866203796","11801.179400042887","11979.432582832385","11919.890809875558","12043.626056801464","11991.247903403504","12156.104187277717","12176.199535650643","12389.154407991544","12582.2"
"Pennsylvania","38137.19705700943","39013.4780333069","39723.472619614055","38638.12618204247","38481.84457485241","38527.0385937087","37970.22068199841","37928.82158075601","37515.17556084236","36710.308034188034","36339.78607806855","36410.164550180634","35813.672499779714","35504.55921050313","35136.10720944576","34464.061799277464","34470.27166446383","34785.59481892678","34482.34640232619","35547.338281786935","34575.14938761124","35390.71168208653","35770.20344347519","35713.9696642876","35327.23306018152","35268.58433342145","34923.59182306811","35289.628876553","34739.020830029076","34067.32041237113","34734.19093488413","34456.12697153934","35325.853090140095","34813.88420477575","34534.44027138955","34418.52278791083","33650.5694598643","34310.19513965988","34351.24924839193","34335.37959291568","34043.1709366464","34859.07822363204","34845.2785232179","35093.32813816195","35494.55442770288","35322.74815754692","35624.61660410609","36021.70298352278","35585.63245043616","36177.29460569213","36493.99773019649","36399.12478984933","37122.22909154991","36777.581573706935","37151.8984474403","36785.17140893471","37670.42219050136","37714.926224336945","38455.9701365759","39153.2"
"Rhode Island","3437.681495701811","3527.120050287112","3610.5743094016516","3454.8048758112195","3435.0448506676635","3444.37679657504","3342.0512690700284","3333.1340763140906","3534.9707349393493","3187.4668444837075","3187.4075940335015","3149.0133023002954","3217.269820937107","3123.1801060106686","3056.2863477285855","2976.4463660765855","2881.793771873195","2944.0363698141414","2938.5260779450236","3001.6574326390537","3052.938697291971","3046.8655261459003","3071.0989602799773","3044.3770072372668","3018.129057796201","3042.362491930277","2942.7032346845162","3003.286820019707","2952.094431042098","2926.2019843022663","2994.6955047398997","2977.0981210288473","3031.756661343481","2971.7063300601403","2977.364748054772","3007.375101083891","2895.184373619653","2994.458502939078","2993.8067479868164","3016.173792939418","2961.2782508239607","3050.005800006795","3042.0662396792495","3112.6039006489755","3053.827454045054","3043.4586252590802","3073.2616017124797","3099.687302504162","3070.180578301791","3146.0507797900173","3211.8484047432976","3172.6838571574185","3272.757867554619","3220.4989704733102","3292.280890897353","3263.129669396215","3355.6196221671025","3366.1069518534878","3426.5424110631643","3487.6"
"South Carolina","13524.255616726652","13929.150086164827","14203.778538858049","13782.396293387423","14008.31658329775","14142.987731043739","13819.525254681877","14154.56693253218","13932.674190965656","13658.800903586896","13738.722566034285","13775.725666442993","13532.310713414263","13373.09669294821","13182.669172817665","12847.753355853109","12568.46805038736","12550.847526383213","12474.19824696517","12777.648842493749","12470.800003050084","12754.23871774538","12691.55999664491","12590.367844506804","12690.301387787473","12723.151078966634","12479.861986823646","12583.067913133655","12689.042778930032","12395.912776032455","12640.334616147136","12619.064126456415","13100.985457969866","13000.548471146221","13052.654877844201","13225.21015219911","13243.585841517723","13520.479790154335","13671.76457481852","13383.165563807723","13459.940704111512","13620.287472549258","13826.951046940769","13752.567263466113","14002.27526078204","14154.063488989203","14053.123058622585","14220.14045400476","14226.433498291955","14386.402684072471","14595.457615293113","14842.648394894162","15146.350712194231","15209.65873772342","15409.022380741782","15431.80320106143","15864.764648020497","15844.626906301472","16189.108150582568","16505.9"
"South Dakota","2859.7056212024568","2916.878763973278","2896.7725670549535","2787.4836684682264","2927.456103763134","2949.6901037295647","2890.1424561079593","2929.6147445365737","2864.732170432039","2817.2112356910266","2841.480525529558","2863.6528500453182","2821.343490885897","2786.774400785525","2784.184031857397","2759.267149786834","2781.8712024572824","2815.885213501628","2793.9904285138805","2842.06644231092","2975.747981637517","2986.7262118567255","3006.1848165430188","2958.2629913726546","3094.935790056732","3049.1109302091377","3021.912056463795","3111.8965389909026","3083.464156232166","3056.2961202121587","3088.8607581657657","3106.4382616066328","3270.5257981133973","3213.784383497264","3209.713803753063","3255.631176776662","3232.225343247507","3285.019529020779","3368.0346856222095","3334.5449159085565","3351.104774413374","3425.1153152170264","3438.8381029910365","3400.013406794454","3397.299686964987","3417.89928748867","3403.868122461311","3479.513062707711","3430.1727021719425","3485.1563664439896","3515.0997977441334","3489.6895120682125","3533.2015425156933","3498.0773733592932","3507.482879586424","3506.064344221021","3527.311536976736","3557.131617375541","3629.4769210111112","3674.5"
"Tennessee","21237.747008833725","21914.568457372887","22267.976581843744","21644.207161227456","21849.68174629798","22159.628017124327","21708.481733518634","22211.455767479754","21576.463802495167","21199.794404242744","21635.025079471576","21412.81870097922","20863.93425823869","20714.16430248718","20406.258494273254","19753.922597083114","19323.79307838533","19118.522539576046","18886.930033066565","19585.788477819842","19472.542802830627","20426.459074136197","19838.397749237232","19880.02318653057","20068.35788565678","20031.62955863325","20178.95095924985","20378.91629526685","20438.08971102698","20437.069479720773","20464.61572498842","20278.729580997107","20766.808237887573","20441.966589990578","20297.09374450887","20198.539400329068","20498.895496877045","20568.475271960513","20579.901862590053","20872.096108688358","20732.324419737703","21267.741809236275","21733.57942365138","21651.552826632163","22219.617617929427","22618.528058657208","22530.992212584464","22817.065070845514","23047.637346048785","23233.31944377885","23316.978410888005","23784.040302870562","24043.383100908934","24095.61894378684","24648.78835801345","24056.850154150892","24543.500487212666","24617.77332630469","25110.54504720372","25547.0"
"Texas","70361.9717139693","72297.85828755076","73559.82111789104","74335.87796573364","74919.27463898722","75723.95970554385","73823.66497144471","74243.02968882326","74753.69521183037","72611.22122212329","72600.38892315041","72729.60277518404","73233.30467742286","72715.67553364749","72112.16173373","71141.8972400165","71380.20781741983","71616.9709235413","71097.02057284316","72262.26644806845","72068.83253783849","74051.91698551606","74024.83623808387","73234.8521487047","73930.44048989164","74173.39348114049","73702.9622114612","74416.34647238931","77066.39104253979","75891.86033962347","77967.79306421142","78568.21192156522","80695.2111984539","80325.3655620942","80443.74711515494","80948.22275303467","82926.66478686674","84478.00474691104","85328.34021628195","84982.48038479078","86529.17793098956","89158.3316388352","90116.9900979349","89275.16572061411","90302.68665175566","91076.4222926755","90975.06292371501","91588.63528696446","90717.4089552887","92384.03552583007","94171.3648563549","96546.73327397885","98339.47875399013","99072.98014158216","100132.22423400142","99388.66428307747","102454.97862804282","102792.32736748389","104933.2538859091","106893.9"
"Utah","8060.930824838075","8181.00874355318","8452.033885259043","8235.12189896496","8757.878867204403","8840.564503657039","8810.613928675308","9099.554291612574","9095.420009789941","8964.776704194775","9099.646164541966","9323.264874681649","8909.37732777151","8827.242928895226","8690.811628748377","8438.71231049723","8443.857194543172","8347.29874575237","8174.393892636969","8240.726147657862","8483.638172969828","8410.691067032723","8434.026791098246","8421.991437347919","8703.12260128688","8699.355811181815","8576.246085796782","8622.917533927824","9104.97479444669","8911.857896865089","9263.914962294535","9468.42410312072","9389.137765055582","9469.067213626464","9458.501826746404","9445.823362490333","9468.791594838287","9551.7528500791","9600.629248515546","9634.989724108085","9933.576744631493","10129.174211306672","10262.665577712984","10334.602081426776","10993.239112236717","11037.981228850533","11306.066436815854","11460.045466476542","11313.140652379025","11567.720539723752","11813.939990493824","11895.431278864366","11958.823600144719","12160.392807230366","12050.880275395322","12288.004306155603","12527.241414291895","12519.983452869941","12692.796433055952","12950.5"
"Vermont","2333.435898012086","2387.8783897658964","2463.3702960602873","2392.546691492179","2352.508644254151","2335.0130269736683","2283.1990834891617","2313.8794988884697","2241.6469924480148","2213.1745575949217","2213.7212956349363","2242.4250427357288","2253.443917080648","2247.13540123432","2214.0577498134076","2172.211261366099","2122.5422132693434","2136.000380408176","2098.5277962809882","2147.2715953869492","2136.820487468199","2167.290619005963","2173.515021307673","2167.627073184434","2153.979650570211","2160.7507909119363","2142.077584006806","2194.459293917482","2116.5491232153317","2082.230797011308","2120.6286301292907","2091.945911414653","2191.1157805189277","2170.213564681428","2153.8324518671297","2153.538054460968","2183.966129226423","2189.181168992721","2201.819229071531","2179.5501681339933","2200.9570652391994","2226.506554416828","2315.372514305434","2251.4672487821317","2297.834840252642","2317.9590058024287","2321.3025192009823","2354.92690866191","2342.1626782661733","2400.3061659831624","2423.8789868622744","2438.0521191303583","2471.424167957433","2474.9359084452217","2469.1531022527547","2478.4055921607023","2524.3526159081243","2526.161057117405","2575.5146794218435","2620.2"
"Virginia","24789.361608894706","25462.91720078483","26106.511576193592","25283.378613472858","25539.764290385876","25700.091105297583","25065.873904512755","25423.807521255723","24945.11419228254","24281.39319816874","24407.641988227602","24512.39189012427","23807.274100719427","23598.68914323087","23450.25533028123","22817.639110529763","22463.364879005887","22383.087115761937","22263.92838456508","22892.88521909745","22648.16383257031","23287.641399607586","23082.944538914326","22936.79784172662","23327.437213865272","22819.240091563115","22532.664486592545","22715.86245912361","23206.44879005886","22473.199476782214","22915.298953564423","22889.454545454548","23882.291497710925","23708.470699803795","23559.808175277958","23736.373512099413","23580.163505559187","23986.355264879006","23986.5839764552","23917.284368868543","24009.68384565075","24652.363374754743","24945.342903858735","24950.1458469588","24829.84355788097","25034.540418574234","25151.64074558535","25495.622956180512","25361.14054937868","25646.115173315895","26131.441137998692","26086.384957488557","26502.868737737084","26414.357357750167","26605.102812295616","26435.627534336167","27090.428776978417","26967.153237410075","27475.12164813604","27976.0"
"Washington","24828.77121129472","24942.75386491256","25926.191878710088","25462.69843414086","26188.730123536014","25997.768663564893","26038.283824803464","26248.692562169097","26067.99494304508","26144.433547248515","25821.392661639657","26127.68728060324","26337.55581581903","26212.769119204233","25379.50730306433","24317.199775389057","24078.1603240815","24241.30137333547","23710.55276111022","24824.989796245787","24870.096675758057","24705.87522220439","25612.60453072356","26241.940035296004","25885.67671747152","25779.52699502647","26046.92705920102","26708.94479383924","27227.538857692925","26528.78737686507","27346.653431734314","26937.450303224767","29101.230014439272","27665.912902294236","28974.28250922509","29847.519284453712","30244.83796566661","30641.886545804588","31276.89417295042","31205.85759024547","32704.64845499759","32336.230588801536","34203.979521899564","34607.240426760785","37031.1274731269","35542.87055029681","38545.314099149684","40260.185823840846","40730.16169420824","42258.12347505213","43992.44247713781","46393.10083106048","46116.517330338516","47644.479111182416","47643.938909032564","46629.16917054387","48193.054394352635","48383.74575324883","49337.20254772982","50506.2"
"West Virginia","5055.913629987094","5123.182672128388","5150.858515234836","5035.723068290219","5078.172493126088","5160.5598339038215","5027.154390887156","5151.1539868694235","5007.8502440940465","4899.313663655238","4905.32158689187","4933.194411088042","4829.43462207508","4804.959721676674","4767.779540990966","4748.623130015151","4714.2991751304635","4783.341047079289","4768.124257897986","4810.819909096011","4919.947432803995","4908.86724650693","4948.3619549969135","4943.191201391617","4961.116480556647","4910.935547949049","4819.388586499074","4953.877425509231","4978.204590090343","4888.085741540879","4966.336479434376","4865.482161494866","5071.524381347848","4932.948184725886","4891.089703159195","4897.98404129959","4722.670871443802","4797.031232815219","4837.707827843556","4739.069547163459","4799.148779529768","4836.525941305202","4905.71554907132","4801.808024241064","4963.726479995511","4949.002143538522","4898.230267661747","5006.175904831379","4949.248369900679","5011.346658436676","5058.769855788116","5084.968340721621","5133.819650973571","5090.828528140957","5111.019089837832","5076.301172773694","5139.482857303182","5094.521923573313","5211.922653049773","5265.6"
"Wisconsin","17265.260758264896","17679.388537564875","17865.58552360673","17157.792382905765","17636.126019461557","17698.497423652916","17188.519471735333","17349.03411487486","17098.631271577196","16547.836738975566","16516.80390796859","16433.030551358625","16402.60920470647","16431.04322720547","16314.555457612787","16050.547087420442","15856.85941803208","15643.604249289563","15473.152985384258","15796.781080171284","15417.966522362001","15588.876399533423","15578.634036590232","15717.593856222453","15906.84826403839","15661.49016666797","15646.96741324106","15747.403718519792","15409.558612483266","15034.260089714182","15347.034337203202","15357.5824423238","16108.026616773264","16006.673084962304","16028.83939282443","15953.168203915795","16269.152744267607","16268.235517735382","16312.56813345963","15946.289004924101","16522.918751516765","16611.73685405397","16823.616182998143","16894.854110334352","16931.390300534684","17301.796948465228","17498.694910716382","17617.017133373516","17540.428717932657","17838.985954172178","18114.001042751235","18253.113733472157","18585.608351404033","18666.63002841732","18620.92157289473","18620.462959628618","18764.008911921963","18716.00739006881","19123.86745473191","19527.6"
"Wyoming","1829.5320923794259","1866.5401336878917","1894.3529888532712","1887.3894433921025","1931.7123069357422","2015.729445942008","1985.168366603526","2063.999007358298","2104.2098663121083","2089.311598426344","2118.9221641410463","2160.9720603234737","2221.9082489436105","2206.1627841323034","2200.397712370683","2182.978517047938","2177.606048739618","2147.4582361940843","2074.2273604837533","2058.1099555587934","1976.675734008451","1978.9693647093109","1983.4946360920878","1944.647557555005","2033.0659879061634","2017.5891465102725","2003.2074621156926","2022.465694667055","2043.7695978435086","2018.9942536062947","2044.0795479382193","2158.47179622614","2090.9026755791924","2076.851604618971","2062.366603526155","2055.21708800816","2059.783686070232","2075.1365474282384","2091.6465558064983","2050.567836587498","2113.2604090776626","2127.724746830832","2135.308192481422","2081.7074894361067","2145.5158822672297","2135.9900826897856","2083.0919331924815","2096.729737359755","2071.520462989946","2096.109837170334","2124.8732059594927","2127.290816698237","2128.0760236048372","2116.8558301763073","2125.1624927145563","2106.730793749089","2189.632112414396","2194.322690514352","2246.766246539414","2269.0"
