"Geography","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"United States","-0.321009954253634","-0.138964526487759","-0.0373915644630741","0.0121924913011366","0.0711480448517102","0.141877033148555","-0.297307969247211","0.101397025687247","0.153175913584928","0.265033555141178","0.380986258284352","0.0339520144861791","0.307271097804792","-0.244466592699869","0.00748111019676341","0.3450992160246","-0.0227511873275852","0.650697754434958","0.674432149097258","0.149690489589187","0.623684105986566","0.578700425764907","0.409381265445064","0.631670249274051","0.838479740012367","0.805889117197974","0.496521543985641","0.47101042951665","0.656141848006455","0.413231449829081","1.30743153339736","1.14741017947249","0.600078957757592","0.482447906889445","0.499656370154348","0.484363581854642","0.512146438829644","0.285182657154328","0.642940218655505","0.509729508501686","0.464406492270875","0.0570736249762084","0.922806336298965","0.936625038887173","1.23714779059729","0.712724419451858","0.58496285070047","0.472705235187161","0.725557245401105","1.0330617039924","0.645304439472672","0.648737691567356","0.710736052508198","0.873629012889291","0.0577138524562172","0.684667627989905","0.373101784104895","0.42386636615746","0.718452845789891","0.682986581540806","0.180804000769372","0.364518927299238","0.316909171075821","0.25193780630212","0.140585431252796","0.442455928016591","0.600556447782151","1.55134526451584","0.939424952208094","0.558767571162069","0.134091054211088","0.447934524138697","0.767990169725828","0.193091019428618","0.396487468981504","0.656693967770637","0.245446685075165","0.264699200963972","0.547504749912859","0.803117733184073","0.833118119123442","0.833034836837196","1.1651210669193","0.877192982456144","1.29277494093439","1.35912707516955","0.618376169715978","-4.7718844250868","-7.61711323187074","-7.31419002117914","-6.17089315264546","-5.14129482880152","-6.51122199244909","-7.49822381724445","-7.75665673147056","-7.71056940149173","-6.5929931812838","-7.17622772707517","-6.02157360406091","-0.513826428093012","3.26172071077201","4.22680412371135","5.11219419188007","3.36635892816933","3.84256346774356","3.79699470232586","3.67731039935963","3.81616944107705","2.82031918642703","2.69893291196035","1.92617456137812","1.81874140401835","1.81705052547662","0.706659732631765","0.761844298071569","0.916022219801768","1.05040990414399","1.04639028555165","1.40481705365044","0.880049366307502","1.92819930275373","2.17211674533901"
"Alabama","-0.370370370370367","0.239952009598084","0.653983353151024","1.69184290030212","2.88166768853465","1.90355329949239","5.28511821974965","3.9945836154367","2.02147820593808","1.44840072420037","0.835820895522391","1.91731575793891","1.79677819083024","-0.359066427289045","-0.886001181334908","-0.653594771241844","-0.297973778307509","1.36986301369864","-0.924702774108326","-0.065104166666663","0.99071207430342","-0.118976799524086","0.29603315571344","0.0587889476778165","-0.426049908703584","0.0600600600600566","-0.357568533969024","-0.358851674641128","-0.179318589360437","-0.429975429975423","0.400000000000015","0.781758957654716","-0.980993255671381","-1.5485407980941","-1.88902007083826","-2.35017626321974","-1.16136919315405","-1.14045618247299","-0.956937799043042","-1.38055222088836","-1.49700598802395","-1.04873534855029","-0.730411686587","-0.387847446670972","0.247678018575855","-0.241984271022387","-0.300842358604091","-0.240673886883259","-0.185528756957335","-0.0607164541590737","0.0","0.54777845404746","0.486322188449855","0.685785536159597","1.00334448160535","0.259571706683975","0.370599135268681","0.121285627653116","0.301750150875075","-0.241254523522319","0.0619578686493326","0.243013365735119","0.301932367149741","0.726392251815991","0.846944948578329","1.48606811145511","1.39072847682121","1.61812297734628","0.861538461538465","0.847970926711088","0.722021660649813","1.39056831922611","1.9814241486068","1.3939393939394","1.20409391932571","1.20192307692308","1.13977204559089","1.15924344112264","2.416721097322","1.91082802547771","1.64734594264797","1.26126126126126","1.37395459976106","1.13297555158021","1.33576199149969","0.956365809922275","0.535395597858421","-2.67220902612827","-9.84578884934757","-11.0977080820265","-7.6530612244898","-6.25","-5.28211284513806","-5.0415183867141","-4.36063641720682","-3.89150943396226","-3.77471539844217","-3.49319123741858","-2.84023668639054","0.48810250152531","8.68421052631578","10.5156037991859","7.87292817679556","6.40000000000002","4.56273764258554","4.37226733291691","3.573629081947","3.06748466257669","2.73972602739726","2.63803680981596","2.37515225334959","3.21797207043109","2.96610169491528","3.2535297728668","2.8809218950064","2.69423558897242","3.09090909090909","3.47097546379414","3.68828078524689","2.79761904761904","2.12121212121212","2.27136879856546"
"Alaska","-0.328947368421057","-1.4792899408284","-2.65486725663716","-1.4792899408284","1.26984126984127","0.0","-0.840336134453764","-2.7027027027027","-3.13479623824451","-2.12765957446807","-1.5015015015015","-2.10843373493977","3.63036303630364","-1.20120120120118","-0.909090909090901","-0.900900900900892","-0.940438871473356","-1.36518771331058","-1.27118644067797","-1.5873015873016","1.1497455271199e-14","0.0","-0.30487804878047","0.307692307692312","0.955414012738856","-2.15970436401246e-14","0.305810397553499","0.0","0.316455696202536","-0.34602076124568","-0.858369098712443","0.0","-0.647249190938521","-0.621118012422369","-0.917431192660563","-0.920245398773019","-0.63091482649842","-1.21580547112462","-0.914634146341455","-0.606060606060615","-1.26182965299684","-0.347222222222203","-1.2987012987013","-1.61290322580645","-1.62866449511401","-0.624999999999998","0.0","-1.85758513931888","-0.952380952380955","-0.307692307692312","-1.23076923076923","-1.52439024390242","1.59744408945687","-0.348432055749146","-0.877192982456137","-1.2295081967213","-1.65562913907284","-2.20125786163522","-3.08641975308642","-1.57728706624605","-2.56410256410257","-2.16049382716048","-1.86915887850468","-1.54798761609908","-1.88679245283018","-1.74825174825174","-0.884955752212386","-0.829875518672211","-0.673400673400683","-2.2508038585209","-1.59235668789808","-2.56410256410258","-0.328947368421046","-0.630914826498432","-0.317460317460322","-0.943396226415097","-5.44871794871796","0.0","-1.33928571428573","-2.09205020920502","-2.37288135593221","-1.31578947368422","-1.29449838187703","-0.986842105263149","-3.96039603960396","-3.80952380952381","-4.45859872611465","-15.8730158730159","-17.2881355932203","-23.1316725978648","-15.3846153846154","-7.26495726495725","-11.1111111111111","-10.6666666666667","-12.1311475409836","-11.2956810631229","-9.62199312714777","-9.90099009900991","-9.0","4.15094339622642","7.78688524590162","8.33333333333332","8.02139037433155","3.22580645161288","4.29687499999999","3.73134328358209","5.22388059701492","4.8689138576779","4.18250950570341","3.2967032967033","4.39560439560439","0.724637681159418","1.52091254752854","-5.98290598290598","-6.43564356435644","-4.46428571428571","1.12359550561798","0.719424460431652","1.06382978723405","1.07142857142857","-1.82481751824818","3.90070921985816"
"Arizona","1.67979002624671","0.891089108910897","0.346706290242717","0.445324096981681","2.50130276185512","-1.37976346911956","2.89103039288362","-1.5954415954416","-0.299850074962516","0.444664031620556","0.0976562499999944","-0.839506172839515","0.980898296334556","0.0981354268891014","-1.4028484417771e-14","0.0492610837438536","-3.71123538383324","1.46568954030645","1.44092219020173","0.115807759119871","0.10025062656641","0.836202656173137","0.926829268292686","0.946215139442234","-0.715746421267911","0.833333333333328","1.08588351431393","0.541605120630229","2.27032734952481","-3.0203545633618","-3.40909090909092","-1.04106419895894","-0.0500751126689864","-0.146341463414626","-0.289995166747218","-0.246669955599408","-1.08135942327496","-0.437530384054437","0.0","0.0489715964740423","-1.23902942694888","1.21868652674341","3.08823529411764","1.34424313267094","1.95390781563125","0.195407914020521","0.436257876878321","0.74183976261129","0.676730869338862","0.537109374999997","0.195312500000003","0.48947626040137","0.888656560376366","2.0066889632107","0.142653352353792","2.47981545559401","-0.393120393120399","-0.341296928327653","-0.289575289575287","-1.03092783505156","-0.155118924508781","-0.437105390966491","-0.48732943469787","-0.681928884559198","1.24352331606218","0.721311475409832","0.284900284900289","2.41980866629151","0.444005920078951","0.880626223091968","0.435624394966121","0.843253968253977","3.83221128948732","1.1219512195122","1.27326150832518","1.27513487003434","1.17707267144318","0.325520833333333","1.42045454545455","6.0989010989011","1.52259332023574","0.824442289039776","1.25301204819278","2.60698475159861","-1.59600997506234","0.627110467920879","-1.6441005802708","-4.30992736077482","-3.59129994941831","-9.9286177806619","-5.11204481792718","-6.83583635422062","-8.95016932752782","-8.51370851370852","-8.8053307948596","-9.92329817833174","-5.82868727825646","-9.01246404602109","-6.53883972468042","-3.34008097165992","-3.35781741867786","7.99711815561959","7.38007380073801","-1.38966092273485","2.17853347502658","2.31335436382755","3.02713987473903","3.35284725918042","3.1216361679225","3.6354056902002","2.84061020515517","2.51308900523561","3.04017372421282","0.133422281521006","0.893470790378015","0.620067643742967","-0.416016640665632","-0.102774922918802","0.101317122593727","-2.67765190525231","0.10438413361167","0.55922724961872"
"Arkansas","0.0954198473282388","0.0","-0.275735294117644","-0.643974241030361","-1.10395584176633","-1.3013013013013","-2.5","-1.72972972972972","-1.14722753346079","-2.5830258302583","-2.83623055809699","-2.9438822447102","-3.14585319351765","-3.04709141274238","-2.94930875576036","-2.68518518518519","-2.51162790697675","-2.63691683569981","-2.09790209790209","-1.43014301430144","-1.54738878143133","-1.98863636363636","-1.78907721280603","-1.04265402843601","-0.0984251968503881","-1.33333333333333","-1.51946818613487","-1.52235965746907","-1.14503816793893","-0.208333333333336","-0.833333333333337","-0.558035714285714","-0.785854616895885","-0.579710144927531","-0.767018216682643","-0.766283524904225","-0.591133004926103","-0.579150579150587","-0.385728061716482","-0.193236714975848","-0.772200772200756","-1.0438413361169","-0.360144057623046","-0.561167227833894","-0.396039603960402","-1.1661807580175","-1.35265700483092","-1.25482625482625","-0.792864222001979","-0.582524271844655","-0.871248789932228","0.0968054211035901","-0.389105058365778","0.738396624472562","0.120481927710837","-0.790067720090281","0.695825049701806","1.4749262536873","1.56709108716945","1.07526881720431","0.699300699300702","0.976562499999986","1.36718749999999","0.483558994197292","0.292968749999997","-0.209424083769636","0.240673886883294","0.341296928327642","0.592300098716677","0.19379844961242","0.289296046287365","0.193423597678906","0.0992063492063436","-0.290135396518373","-0.28901734104046","-0.0962463907603547","0.0","-1.25918153200419","-1.68067226890757","-1.92743764172336","-2.06084396467125","-0.483558994197292","-0.38461538461539","-0.193050193050182","0.0991080277502421","0.19398642095055","0.193236714975848","-5.10597302504817","-7.98442064264848","-1.91285866099893","-1.34310134310135","-0.578034682080925","-2.80561122244489","-3.10981535471333","-3.37837837837838","-3.28820116054159","-3.16831683168317","-3.29138431752179","-3.27868852459017","2.43654822335026","5.60846560846562","-0.541711809317458","0.495049504950502","-0.232558139534887","2.37113402061855","1.70511534603813","1.1988011988012","1.30000000000001","0.920245398773012","1.1011011011011","0.997008973080758","0.991080277502478","1.20240480961923","0.980392156862736","0.615763546798012","0.815850815850819","0.704934541792551","0.887573964497033","1.08588351431393","0.888450148075002","0.911854103343456","0.792079207920789"
"California","-0.556389649386201","-0.621386036074915","-0.501231840965072","-0.332821300563224","-0.127713920817369","-0.441941074523389","-0.398813784640554","1.63570274636509","1.69475567272387","0.926007584443052","1.13087016574587","0.548159749412682","1.73179396092362","1.15501519756839","1.20389344262294","2.00359619830464","1.91815856777494","1.70597963269213","2.00205338809035","1.87760778859528","2.42570132395147","2.95351275777702","2.68886043533931","3.14987885081344","2.95067656045395","2.72149725274726","2.26946764532187","2.36716192394863","1.94061062317023","2.39623448866068","3.03975842979366","2.98391028766454","3.17273795534666","2.80088270242743","2.35245220282628","2.5","2.33189180022047","2.36523192645215","2.94505857119288","2.52562525625256","3.0196110609666","2.00585039699122","2.8328611898017","2.68913928605247","3.11897669528648","2.61723910171731","2.58263623812229","2.88917989851039","2.52734504474644","2.70248203788375","2.21972914496352","2.08749900023995","2.21425726802071","2.85948381810734","1.46290491118078","1.09727985246658","1.45284621920137","1.59304851556842","1.77341461483652","1.66255667806858","1.68107977046795","1.40710708323395","1.36406396989653","1.44938890629897","1.19223875944829","1.65684244065636","0.889429828667728","1.59613279824881","0.8207017837702","0.752356062405937","0.63788409179308","0.938967136150235","0.675621969636754","0.493885230479788","0.402165506573863","0.162174685303877","0.169413214230714","-0.470145745181024","1.5590200445434","0.377053595475361","-0.780795747155087","-0.98254991353559","-1.00486975342042","-1.64341085271318","-0.023685457129319","-0.382245104922388","-0.662455707903261","-4.40246723207401","-9.89391143911439","-11.3367973547473","-10.3801169590643","-9.03318128968788","-9.04143993302637","-11.2328332142574","-11.7513859608027","-11.1522698612863","-12.0982389639106","-12.3649177760376","-11.9184243176179","-7.3070408903944","-0.580155276853507","2.13106020245072","3.71125611745515","4.45383934716352","4.7307869305108","5.47308173850832","5.61847460626438","5.6329282356072","5.77665977899562","5.90653203467071","6.32097895941546","5.55120508135386","4.8828627821162","4.49487045731178","2.46755800235941","2.12725903614457","1.96853853589947","2.83194844836356","3.50171734941777","-0.00839771582128897","2.8962119925259","3.39183260209248"
"Colorado","0.433604336043367","1.32382892057028","1.36294800605754","1.2709710218607","2.1849593495935","1.44685587089595","1.62805259862243","1.62552679108972","2.41596638655462","2.41813602015114","2.68389662027832","2.20551378446116","4.10145709660009","2.11055276381909","1.99203187250996","2.30923694779118","1.8896071606166","2.6878771256171","2.58780036968576","2.19194312796208","1.28205128205128","1.52484013772749","1.1132623426912","1.37322216772927","2.48833592534993","1.91929133858269","1.85546875000001","2.20804710500491","2.29380185456321","2.61752136752137","3.18318318318319","2.31884057971015","2.83544303797468","2.61627906976743","3.63810435615127","3.19303338171264","3.54071825998988","3.6214389183969","3.54745925215723","3.55256841094574","-0.286259541984744","1.5096304008329","1.97904540162979","3.22946175637393","3.88970950270803","0.944287063267247","1.66281755196305","2.29723394280355","-0.537371763556421","1.21155638397019","2.03703703703703","1.52990264255912","4.92822966507178","1.07692307692307","3.42465753424658","4.50054884742041","1.99052132701421","3.36763330215154","-0.363471149477502","1.92483959670028","2.65225933202358","1.97974217311233","1.497277676951","1.82648401826484","2.27998176014592","3.55149670218163","2.42825607064018","3.9390756302521","-0.557620817843861","0.135746606334847","2.46238030095758","0.0449640287769759","2.15311004784689","1.8961625282167","1.74340634778722","1.52466367713003","3.03165403477486","1.42087212150907","3.60991379310346","3.2844871147044","4.06542056074766","3.47943967464979","3.20427236315088","3.10112359550562","2.62295081967214","1.8165706690297","1.66959578207381","-1.45759717314486","-4.93292946776289","-5.70048309178743","-7.54030161206448","-8.75733855185909","-9.96856757970363","-9.73799126637555","-10.651142733937","-10.9415867480384","-11.3646736649932","-10.6179286335944","-9.63699222126188","-5.64769161810848","-4.32407828857533","1.12704918032785","2.81214848143982","0.857908847184984","3.79052369077306","4.59603289791969","5.74324324324325","6.46108663729809","7.05458290422243","5.50146056475169","4.63892874222861","3.75296912114015","4.04376784015224","3.54609929078016","1.91466083150985","5.4226475279107","4.90148966842865","3.37650323774284","2.8297581013236","2.48275862068964","2.21260221260222","3.09183202584217"
"Connecticut","1.06470106470107","-0.922367409684849","-0.230237912509602","0.619195046439637","1.18953211736716","5.71923743500867","6.80203045685279","2.60521042084168","0.322580645161295","-0.310800310800293","-0.30745580322829","-1.29870129870131","0.810372771474878","0.232738557020933","0.384615384615385","0.461538461538457","0.391849529780564","-0.983606557377051","-5.13307984790875","-0.390625000000006","1.12540192926044","1.091192517537","0.616808018504249","0.773993808049536","0.482315112540188","0.464396284829739","0.229885057471273","-0.229709035222039","0.0780640124902376","-2.64900662251655","-0.200400801603209","-0.0980392156862829","1.1296386896027e-14","0.231303006939099","0.689655172413776","0.307219662058376","-0.160000000000002","0.231124807395981","0.15290519877675","-0.306983883346129","0.0","-0.850340136054434","-0.903614457831317","-1.4720314033366","-1.58982511923688","-1.15384615384615","-1.29375951293759","-0.995405819295546","-0.961538461538464","-0.845503458877782","-1.06870229007634","-1.53964588144727","-1.79407176287051","-1.45797598627788","-0.911854103343456","-0.49800796812749","-0.565428109854618","-1.32295719844357","-1.23361603700846","-1.39211136890952","-1.69902912621359","-1.24031007751939","-1.15740740740741","-0.938232994526976","-0.794281175536129","1.0443864229765","-0.30674846625768","-1.10110110110108","-0.324939073923644","-0.315457413249216","-0.46838407494147","-0.235294117647057","1.23456790123457","0.470957613814763","0.390320062451232","0.631412786108916","0.160128102481976","-1.29198966408268","-0.512820512820513","-0.101214574898794","0.488997555012244","0.395569620253153","0.392156862745098","-1.41509433962264","1.21951219512195","-0.390625","-0.933125972006245","-6.66666666666667","-8.07354116706634","-5.14834205933683","-5.15463917525773","-6.18034447821683","-4.2984590429846","-3.70370370370369","-3.828125","-3.11004784688996","-4.49799196787148","-5.09803921568627","-4.00313971742543","2.18487394957983","3.47826086956522","3.0358785648574","5.86956521739131","3.02375809935206","1.86440677966102","0.98199672667758","1.29975629569456","1.31687242798353","2.27081581160638","2.23140495867768","1.71708912510221","2.22039473684211","2.94117647058824","-0.446428571428571","-0.410677618069821","2.93501048218028","0.998336106489187","1.13452188006482","1.68404170008019","1.7059301380991","1.64473684210527","1.21261115602264"
"Delaware","-1.61812297734628","0.303951367781138","0.884955752212381","1.79104477611941","0.591715976331369","1.32013201320133","1.06007067137809","1.09090909090909","0.946372239747625","1.49253731343284","2.07100591715977","1.17994100294983","8.22368421052632","3.03030303030303","1.46198830409357","0.87976539589442","1.17647058823529","0.977198697068406","1.74825174825174","1.43884892086332","2.49999999999999","1.47058823529412","0.869565217391296","0.874635568513132","-1.21580547112462","-2.64705882352941","2.88184438040346","0.581395348837218","1.45348837209302","2.90322580645161","1.71821305841926","0.709219858156013","0.609756097560984","0.0","0.287356321839085","0.578034682080912","0.923076923076914","0.604229607250742","-2.52100840336136","1.44508670520229","-0.286532951289402","-2.5078369905956","2.36486486486485","1.05633802816903","0.303030303030286","2.02898550724638","2.57879656160458","1.4367816091954","3.04878048780488","2.10210210210211","2.8735632183908","1.42450142450144","1.72413793103449","3.21543408360129","1.98019801980199","2.43902439024389","4.53172205438069","0.568181818181806","0.279329608938551","1.1331444759207","-0.591715976331348","2.35294117647058","0.0","0.842696629213475","1.41242937853107","0.311526479750783","1.29449838187703","1.70068027210884","-0.289017341040467","2.25988700564973","1.94986072423399","2.24089635854341","2.08333333333332","2.01149425287357","1.95530726256984","2.50696378830083","-0.557103064066841","3.41614906832296","2.87539936102237","4.01337792642141","1.73913043478261","2.20994475138121","2.73224043715847","1.64383561643836","1.45772594752187","2.53521126760565","2.73972602739726","-4.61956521739129","-5.0420168067227","-4.8048048048048","-4.34782608695653","-1.92926045016078","-5.12820512820514","-5.40540540540541","-5.58510638297873","-4.85175202156335","-5.74712643678161","-5.76923076923079","-5.33333333333333","3.41880341880341","4.12979351032448","5.993690851735","6.49350649350648","4.91803278688525","6.60660660660662","6.0","5.07042253521126","5.6657223796034","6.70731707317074","6.99708454810497","5.35211267605635","4.13223140495868","4.53257790368274","4.16666666666668","3.04878048780488","2.18750000000001","2.8169014084507","0.808625336927216","1.34048257372654","2.41286863270779","2.85714285714286","2.45231607629427"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
