"","United States","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1990-01-01","109197.0","1636.8","230.8","1473.4","912.5","12495.2","1502.2","1650.7","345.0","688.6","5344.0","3017.9","517.2","376.9","5267.3","2512.5","1216.6","1087.4","1450.5","1570.2","545.0","2173.8","3047.1","3896.9","2123.8","929.2","2343.0","293.3","720.6","609.8","519.7","3691.5","572.7","8269.5","3122.9","263.2","4840.7","1195.7","1245.1","5189.2","461.2","1517.7","283.8","2191.7","7028.6","712.5","261.5","2901.5","2122.2","606.9","2268.7","195.7"
"1990-02-01","109435.0","1634.9","233.0","1475.8","912.3","12500.7","1506.5","1646.9","350.7","690.7","5363.2","3023.9","521.0","379.1","5277.4","2512.7","1222.2","1088.2","1453.1","1573.0","543.6","2185.7","3042.3","3936.7","2130.1","931.3","2343.8","293.7","723.7","610.0","518.0","3689.3","573.1","8266.3","3134.3","263.5","4864.7","1199.6","1241.5","5191.3","461.0","1521.5","284.3","2195.1","7038.5","712.8","260.1","2907.6","2126.1","607.4","2278.7","196.3"
"1990-03-01","109644.0","1633.0","235.4","1478.5","915.6","12503.6","1510.6","1646.7","351.0","692.0","5374.5","3035.0","521.9","381.8","5291.0","2518.4","1219.9","1089.5","1459.8","1578.3","544.7","2193.2","3036.7","3947.9","2130.8","935.0","2344.1","294.9","724.3","613.0","518.1","3694.1","575.5","8271.2","3141.2","263.9","4876.4","1199.9","1247.6","5195.3","461.5","1522.8","285.9","2199.4","7057.6","715.6","259.9","2911.3","2131.1","611.9","2280.6","197.5"
"1990-04-01","109688.0","1645.0","237.1","1485.1","918.1","12536.4","1514.3","1637.5","348.5","689.1","5370.5","3027.5","526.1","384.5","5283.7","2509.3","1220.8","1089.4","1453.1","1581.7","542.4","2190.9","3015.5","3957.6","2133.4","936.5","2340.7","297.3","730.2","615.9","513.7","3667.9","580.1","8246.0","3140.1","265.7","4888.8","1203.9","1254.0","5178.8","456.2","1528.3","286.7","2199.6","7086.1","720.5","260.0","2907.0","2141.3","612.2","2289.3","199.5"
"1990-05-01","109839.0","1649.1","237.5","1488.6","921.3","12553.2","1523.7","1637.3","349.2","687.9","5382.0","3031.7","527.2","383.8","5291.6","2511.5","1222.4","1092.3","1457.9","1592.6","540.5","2183.1","3010.6","3964.4","2131.2","940.8","2345.5","297.2","731.1","616.0","510.8","3659.4","582.0","8254.2","3136.9","266.7","4894.6","1207.2","1257.1","5180.4","455.5","1532.6","288.0","2202.8","7122.1","721.8","260.6","2907.2","2144.4","623.6","2291.4","197.6"
"1990-06-01","109857.0","1649.4","240.3","1483.1","924.2","12550.4","1522.1","1636.1","348.6","688.3","5385.9","3039.7","528.2","383.5","5300.4","2530.6","1222.1","1092.7","1455.2","1590.3","540.3","2188.7","3003.0","3972.0","2132.3","936.9","2348.1","298.9","732.8","619.1","508.9","3650.2","585.7","8231.6","3134.6","266.1","4899.6","1211.8","1259.7","5179.3","454.2","1536.0","287.8","2204.7","7134.2","724.5","259.5","2904.0","2149.5","614.3","2298.4","197.8"
"1990-07-01","109824.0","1651.5","239.7","1483.9","926.8","12575.7","1522.4","1626.7","346.2","686.2","5374.5","3036.1","529.4","384.0","5301.2","2541.5","1230.4","1083.6","1463.9","1593.6","536.1","2176.3","2987.6","3978.6","2138.6","942.7","2346.7","297.7","732.9","626.5","505.7","3640.4","581.4","8209.3","3130.7","266.3","4900.1","1216.0","1260.6","5179.1","452.1","1529.8","290.1","2201.0","7146.6","725.8","258.3","2899.0","2155.0","613.9","2297.4","197.7"
"1990-08-01","109617.0","1648.4","238.9","1482.2","927.7","12550.3","1525.2","1619.7","349.7","687.0","5370.4","3036.0","530.2","387.5","5307.3","2544.8","1230.3","1092.4","1467.5","1601.2","529.7","2176.5","2974.5","3969.4","2141.3","931.7","2351.9","296.9","734.3","626.3","504.5","3630.6","581.7","8201.5","3118.8","266.5","4900.0","1217.4","1269.7","5176.5","450.7","1529.0","289.4","2203.6","7147.8","728.6","257.6","2897.3","2165.2","613.3","2297.3","198.8"
"1990-09-01","109520.0","1650.3","238.7","1485.3","930.9","12545.4","1529.2","1616.5","348.9","686.5","5362.5","3031.7","530.7","390.6","5295.4","2530.1","1235.2","1094.7","1467.1","1599.5","528.5","2182.4","2962.8","3952.2","2142.0","942.5","2350.0","296.5","733.2","626.8","505.0","3607.4","581.3","8180.7","3119.8","266.1","4902.5","1220.6","1260.6","5172.3","451.9","1535.2","290.0","2199.2","7186.8","732.6","255.3","2894.3","2161.2","613.0","2301.6","198.8"
"1990-10-01","109367.0","1646.9","239.9","1486.5","927.5","12573.2","1527.1","1603.8","347.0","681.5","5357.3","3017.5","535.2","390.3","5280.5","2527.4","1233.5","1094.7","1465.2","1598.6","527.3","2165.4","2939.4","3938.7","2139.5","942.5","2343.2","300.2","732.3","628.0","498.8","3579.2","581.9","8133.0","3103.5","267.0","4884.8","1213.9","1257.3","5154.7","449.3","1531.6","291.1","2190.8","7183.1","735.3","254.3","2877.0","2153.5","611.7","2300.1","199.3"
