state,1995-12,1996-03,1996-06,1996-09,1996-12,1997-03,1997-06,1997-09,1997-12,1998-03,1998-06,1998-09,1998-12,1999-03,1999-06,1999-09,1999-12,2000-03,2000-06,2000-09,2000-12,2001-03,2001-06,2001-09,2001-12,2002-03,2002-06,2002-09,2002-12,2003-03,2003-06,2003-09,2003-12,2004-03,2004-06,2004-09,2004-12,2005-03,2005-06,2005-09,2005-12,2006-03,2006-06,2006-09,2006-12,2007-03,2007-06,2007-09,2007-12,2008-03,2008-06,2008-09,2008-12,2009-03,2009-06,2009-09,2009-12,2010-03,2010-06,2010-09,2010-12,2011-03,2011-06,2011-09,2011-12,2012-03,2012-06,2012-09,2012-12,2013-03,2013-06,2013-09,2013-12,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12
US Average,2.0670848689915813,3.0853612281128604,3.3371321489200483,2.7478109900265317,3.7209625983371706,2.0920541432471373,2.633779486904374,3.4456878062796634,2.349456063791303,4.472116119656138,4.485801728276218,4.108037327373656,4.771395121881201,3.8904858769056285,3.171533553232655,3.4265271979674736,3.5493522291355175,4.841446337493543,5.04155161366404,4.410448078622773,3.5219899253248483,1.0744473098620417,-0.9357429178332518,-1.3327378189053316,-1.5830358270140505,-1.8561828120627653,-1.0803471180272752,-0.7943867844494664,-0.8673076927229043,-0.316009860984884,0.6090086174028236,1.1469525114960724,1.6714125630777732,3.5540945004065843,4.593668736893625,4.878046559088877,6.244977957999933,5.48744088077961,5.363009110866574,5.36179702988702,4.210952714761637,3.979012229781595,2.739143166985197,2.4031291318105277,2.4542382700261434,1.8223432070332544,1.7162524165101662,0.2990909688282656,-0.358555147355739,-1.3327359720881133,-2.3781893321341006,-1.7933383640294496,-3.5049973880806995,-4.73739490690632,-6.082691979716783,-7.999426668525598,-7.873293997407374,-6.439113255220236,-3.30698183537352,-0.4553059817332544,2.1032404327809266,3.594079105687452,3.140900811592425,2.086952812910333,1.0498693595875197,0.6620908403410332,0.049891117454640976,0.4487632084736626,0.7503757203271755,1.187008844883143,4.02894885804621,5.1042878114534815,5.955809666378586,5.192927003447979,3.168612878334033,3.213552180377319,3.6388440396060138,4.694425652498467,5.1023103126376865,4.911001809458628,4.074036332586538,3.2286988220572805,1.7679744345701214,1.147183216674662,0.48594042737060744,0.0065125886990614066,-0.15143156805858712,-0.7740501309783692,0.2840421556388567
Alabama,3.0966871940024663,1.8907622252050253,2.7829377714367314,2.5546116670923955,2.907609070864453,2.4674326850644803,2.029671299079967,1.947432422931214,0.7299916644353875,2.124162728036197,2.2677736255122904,2.635152240704125,4.277384180042054,3.3624771147346864,3.122043466921318,2.4352795221187575,1.100303397422067,1.8355640063637269,1.262672025246596,0.5450851785739089,-0.19670624243189241,-2.7693305360526197,-3.251010460772151,-3.072844351953876,-2.759508687289361,-1.6712013618763126,-0.7071510827269599,-0.3289208602551269,-0.6389645771719819,0.29993879772320814,-0.26393346118506583,-0.08218553874114076,2.50077696094999,2.3692908671754958,4.403867138285947,5.061744370809638,3.1653887985222386,4.728393778922444,4.153185353980457,4.0806625397157115,6.395602517628282,5.246124471239096,4.820971798172083,5.373971547431229,3.252775805336767,2.7184767134712033,1.9806804138746383,0.1846347164669156,-1.0249651384431162,-2.723717146945712,-3.9864539111987805,-3.8436273861803985,-5.380319459509361,-5.6631787276063985,-6.659824937711136,-9.275090334412486,-7.807612271074148,-7.242991519829445,-4.473353070432795,-0.29536024116381976,1.814799844741382,3.395984301083595,2.591800314650994,0.9978542096919122,0.03228061932370836,0.5113798111433572,1.6304044485654576,2.1310998717554277,2.444200183032943,1.1080529647622792,0.3654770254402006,0.8635013056153894,0.6575215445658906,0.9017090247425193,0.8050593602124524,0.9711948672172996,1.0814417225770825,1.9842230957514424,2.6762291934595015,2.6452398994535513,3.444889529412139,4.491072329189681,4.693386515469331,4.398880978742812,3.5937106109948247,1.3450715436929694,-3.1071952531883373,-3.5782615183612356,-2.77238543819843
Arizona,2.451536681467065,3.3152521688408565,4.2618673729369565,1.7668510497366396,-0.5691413708632437,-1.0879114289195704,-1.4721038154729986,-0.8809351923810377,-0.004238300507553863,2.4597713247721793,5.407318891837684,2.0688620308374186,-0.3399304022107609,-4.0044290118001795,-6.985152877152421,-2.635745605092045,0.3948334317384988,7.973593319088542,9.60260559164164,12.336135008026721,14.084326681853756,7.641157679874512,8.95982065887938,8.354809201151273,8.879898219451189,13.135175474031932,14.365969483980706,10.128060529208446,6.457768982918734,2.2939045546222543,-1.173932212001058,1.0311102941815642,3.7313589398772127,6.533124116707404,6.608811650124114,6.706091535010808,6.154594583684143,4.414840954535996,7.129222811282989,2.992520845599839,-0.9409375063030255,-1.696784890724739,-3.850826493551928,-0.6662132793823716,2.73238913182738,3.4715137395377056,3.1095688598785425,5.372255709446377,7.0099676107201425,8.079674040106237,9.539186823893965,2.530920823898861,-4.02527523157175,-9.230433457395169,-16.626253077058013,-16.94768697457814,-12.999334026004075,-12.008887940589789,-0.04133019983135706,4.440667554407905,1.5972530877213997,2.816206780303462,-8.452650050543173,-13.324434872159689,-16.42551666615108,-14.830933360570322,-8.560936464459248,-3.688099177178996,2.3523873251900653,2.6688833214456307,2.813670354422844,3.55121618940192,4.178867348563656,7.740124262957332,10.190575071660605,12.971789007925352,15.477248460096455,12.649905787544085,10.176266032286982,6.018763066706923,3.3102838097477134,2.127244489570601,1.333263641078548,2.0098291620039954,1.4433685966312673,1.4104650457385788,1.98035326558132,2.1599823692343576,2.9578235529239016
Arkansas,2.8959135492259334,3.2516187791066073,2.7601014429300754,2.530102247125932,1.7420973976495373,0.9867153792723018,0.7805878299210659,0.7753887356636628,1.9051472153568019,3.0090902225884895,3.9169154381041382,4.700603800595773,-3.106645387684513,-3.2274657244313283,-3.3636064889522532,-3.8871724315315372,11.31342014528587,11.160475414938775,10.599047534800253,9.377411233417423,0.4826599193943296,0.025444537496205958,2.0001145454930254,4.931038502753343,7.846869862629823,9.788566915927353,7.988632105838392,5.292171602648386,2.8041255968054615,0.10606901484901302,-1.9310891253551878,-1.540046272842704,-0.7816837821807787,1.9506159795450635,7.774064132371985,13.027927638442652,17.048350569908663,19.284013513354964,16.28041912295315,11.328051614809013,8.26459482298907,5.154391866125028,3.860427540872862,3.941479141848409,3.174235926341834,2.2491091096506373,2.0142373450757445,-0.1518489078603219,-2.404640825681215,-4.389305488023573,-6.734618518145649,-5.89964188956017,-4.77311529463914,-3.5118705813490796,-2.912265065652619,-4.612154688938265,-6.731935639509877,-7.720258639073253,-6.3364191348704075,-2.631758071556509,1.5747061966200744,2.8685981167065795,2.652022303426174,-0.19933735305304062,-2.2832888328103422,-1.5250248448121957,-0.300382111216976,0.13937278417191354,0.7010411463679243,0.05510928006991622,-0.6608393606469117,2.8713838454408154,5.016569115874964,7.213634198275763,8.634106690281802,5.139538151238953,3.5634076960884595,2.6648592686922443,0.8932480852621654,3.0959020995845346,3.0102448770683674,2.5915850842323565,3.513813798543418,1.1978674704957666,1.2139565050784353,0.2606828059133258,0.2385091446843532,0.7168148507399771,0.28789158032699197
California,5.244152405155327,8.821863518050655,6.766744437781387,3.801628794505295,2.078588793972058,2.749616686727531,2.059995760448754,3.4570292092772426,3.554064531806911,4.536451950855882,4.80325609955274,3.2998700234958616,2.919675900835544,3.777858129164525,4.653091461584938,5.5771372852092025,8.08394662035222,7.369126946223566,7.828246735904585,6.928145721554831,2.7871642369830236,-0.4029278673164637,-6.6125565168680565,-8.755128721285917,-8.796392568552843,-8.62452191230378,-3.6970474525538406,-1.118576154766206,0.9405144489733794,2.9064483877976675,2.2911222976576466,3.3032655504164135,0.20927944422626105,3.5570896453177867,4.151327041953283,4.8395334597755815,14.875619093561967,12.28068365515082,18.289948804513013,17.794870211898957,11.094292357292899,11.13490465093508,4.0733851763666475,1.708477059254238,0.45471797479982085,-0.9636011584742553,-0.8109748537421178,-3.488778769446277,-1.8697052788104223,-3.8364391111403786,-5.273673621329974,-1.5393494481876249,-7.672686094449596,-9.395593524226232,-10.060726920312517,-11.778234165233526,-7.17234174725193,-0.5753948006349583,4.1290523389352245,5.8588237939868275,5.610295960450581,1.19290032239567,-1.4477028150348528,-4.33037988103167,-6.843855848812183,-7.273257875316692,-9.000476609672742,-7.367961915977992,-4.6933394032238365,-0.21282446844642194,4.423057959401948,7.766630150514034,11.178126936339545,8.21993431850187,6.536253285407055,4.274362265698569,2.3591573509656256,3.513870779288792,4.615928932315253,4.8897003869883,5.065956409774516,3.8831751170638835,2.1244794034243704,1.3619217070137368,-2.372704228118682,-3.1701966428425106,-3.6698355424415845,-3.6401523300646637,-1.45134123934605
Colorado,4.6535103422355855,3.3375495904204078,4.743479776087266,5.31915711106124,5.676865894903009,5.742517606919518,4.990903050839911,4.718479046315456,4.894444957735314,5.85993857817086,6.95055651105788,8.24119290704004,8.742451500702424,8.996038134855304,8.279047729321407,6.736882744041271,7.214002224548316,6.697636038247862,5.87604592979202,5.99372428310539,3.6785067743626443,2.8884877363571375,2.1682270294578654,0.2715967788970959,-2.526501595111412,-5.044429463289891,-5.670535491726311,-6.318967754545166,-4.124000965470775,-3.698063846010887,-4.88588454618531,-3.812909934509108,-2.970294690052989,-1.136240651777646,1.699881689862553,2.566668517343194,2.2800981163513088,2.448026346788253,2.283853465137327,2.1307675005286044,1.887771361447825,1.9576235809608151,1.2374453322152545,1.2453043338366916,0.8366394321614977,1.8038221000207146,2.6782684545056465,3.5426553609396985,5.813833628445699,2.854266478558851,0.5531098700387694,-2.837211570638335,-6.127677122915342,-7.81481033391768,-9.512643100963674,-10.13023785160565,-10.308448735616626,-8.671326562883827,-4.717273920624509,-1.8592740929628735,1.7278769913869902,4.888770939688263,4.3781794818767565,5.305129909366848,3.2008023493175957,1.66294726010173,2.851423344318296,2.9944681022951496,4.562209041979022,4.272254140221848,3.284306698438256,3.198119674209801,3.276205336936183,5.013126670699668,6.470766237156559,7.335171980327039,7.718292911666809,8.783951531127485,7.006766870745141,6.276396778733777,4.985673418450314,1.1527948938294705,0.17623958096060902,-0.41080336910969945,-0.4989384096924713,1.0314095089472604,2.968007202356206,3.722386575476703,5.028236719831237
Connecticut,5.477275368432695,4.465652129870004,-5.344128675842985,-3.855056576858351,1.8958017071046742,2.3019660910874533,-6.532528340001208,-6.401598673356873,-5.385674662225173,-5.372268130870875,15.39207334574202,15.14863490755752,14.954593817751826,15.091439686778788,3.93945621570821,3.301327394341771,2.7735138729660096,2.003336752706544,2.7175257116376095,-6.66032922718954,-6.438549396842272,-6.870294877481988,-10.037448243446578,-2.03765518783122,-4.1581826515439175,-5.079925459299645,-5.166030247833917,-6.041591016927871,-3.9380530050223523,-3.9177839037870776,-2.969933789089043,0.3386732435868751,-1.1926669594533912,0.9780257728777922,0.3293300531544741,-1.9481025890410852,-1.1183868724009898,-2.4899228949272225,2.338792163707759,2.7843221334895416,2.722000099298103,3.4956024105687002,-10.20330124823108,-12.958656378546923,-12.24059931960708,-11.656499543064358,-2.7457559847574387,0.09569104733860674,2.0076610014649874,-0.6388145889285399,12.381828811534058,14.870291753365676,7.399074683530678,6.5815475462562265,-7.939506625720242,-10.761375245638881,-8.959533392321843,-8.784786441159682,-5.599453602770755,-4.06331086700463,-2.979525961069842,0.594415667672846,2.580227737565689,3.219304577331541,6.954570644352325,8.09890141821645,10.835690057254501,7.369736381977149,8.342645909729931,3.2997907360693004,0.5177979931274336,5.3576401803229485,1.720432708771301,5.607363988876062,2.0848609424860545,0.035956636657063966,-0.26932892296610544,-0.41339786501621795,1.9927674485856677,2.3232373905689516,2.9605041526574354,1.3467478621309217,-8.732953470220917,-9.949232774227148,-11.144783064105434,-9.83419138165899,-0.47219927962998726,-2.135775401510797,-0.14505311601129897
District of Columbia,21.15075400015488,23.09123835047663,19.195772335351677,-2.8785543561129168,-10.75759133523889,-15.507994100592265,-16.716102248134323,-5.091286183315362,0.17563008125570184,-3.6994040835313493,1.5677919050198108,-0.36251833260300886,0.028223431499932033,4.889700396985556,3.4221426442582756,4.4463086352131,3.8824337429490097,4.8742808032619465,3.361346256699269,3.777770183320623,4.752989341109258,6.31172443318464,6.373145869409012,4.085345220232554,-1.2164720019652637,-5.590218220059405,-5.932427037439033,-5.561488061381841,-0.6835533525248173,1.7008241525751537,0.12486956701688941,2.2061397300495997,2.3171635283591354,3.5422186601948353,6.928421979986505,3.747936655182418,5.164702376612345,7.023099860478064,8.86048511893321,12.705304473887372,8.691800938415115,6.221007569730073,0.6164894000163725,-3.0710217634366836,-0.5949919563002595,0.859186444336079,3.2074366922415005,8.745338038596152,6.602851507331857,2.1235386473953555,5.199654130474792,3.250602658947472,4.010169117003928,5.665869945723013,0.042787971764066325,-4.238105624907574,-7.096389052064622,-9.39053677033536,-6.467156561249865,-2.7886595878666918,1.3547745249312824,4.899505924585463,-4.390019654127428,-10.641228647195266,-14.770566959394207,-14.093619907892943,1.5821875000931376,11.965173183046888,16.995460844031403,17.542545324172583,10.815813789791525,8.608177315101338,10.114642452701595,6.684677653839022,4.360152659172751,1.935715080508631,0.691411676109891,3.997706441211604,5.217407394135344,7.518311806335172,6.812713691226667,6.162406904651652,6.644406092159537,4.331075971773392,4.931191545859788,6.711347847763186,5.466402869226298,6.742811713956444,6.414814231922581
Florida,3.889607039850149,3.51972935087561,4.3988741641332,4.2370146364214305,3.994689749374171,2.973161004753071,2.7637606959522576,2.43237173627257,1.09674971345076,4.78382774048637,5.123607935416529,6.544913992815515,9.126001479567623,4.39020390073865,2.5670070955620785,2.8632446286709787,2.994737450676552,5.722373158400962,8.198193487471247,4.584655759732297,1.258318760575948,-2.196860098897636,-5.212061005301625,-4.068354729532513,-2.757074477323876,-2.578635125720586,-3.7524962542891895,-4.858418571133569,-3.927630798700734,-3.9464213563027672,1.5805424728927047,6.171955608761088,6.318659940699208,12.621918339591904,12.000707238397275,11.33254752220012,10.62141795039144,8.739628184269952,10.22005385368224,8.933537505731916,11.781681475537905,10.364128103500368,7.419890101939419,6.281340617729961,3.2439196458793473,0.508256644506411,-2.347786448464348,-7.124310856328704,-9.402152776083959,-10.969284707528004,-12.095482901313776,-7.791038118477863,-8.692381683643546,-9.125612405140672,-9.510506536669073,-11.1335004875548,-9.90082634898563,-7.988548016366299,-4.407604185309396,-2.737701809800229,0.18318084219900854,2.607957177986499,2.7175634183201196,2.9346751416720056,1.861770884504742,1.9921553170733346,2.5815722689238236,4.391853682899925,5.446949992895013,5.340595115193014,5.385244454875404,3.8102180895434516,3.5051376722128174,2.593389034157249,1.7562609560772273,1.2242619838129523,1.407702756099659,1.1695409983367282,0.6957110264538856,0.40250613478141617,-0.7309555756861805,0.7390937403401684,2.2150199432044255,3.825406213385384,4.691514676145274,3.8270997799683992,-10.22991936817248,-11.36410689874146,-6.49553475478432
Georgia,2.6908755340675645,1.7281048748142225,2.990631493776891,3.674710164493406,2.7063376526517047,3.0105900997258477,1.7115629490847728,0.5070615064649099,1.2277415294384577,0.9435549892648544,0.21067035620192537,1.4989293633761411,1.5536997135129003,1.4225073059044941,7.033648942290302,4.569014485361721,7.122771189143403,7.819635536911333,3.455120943733793,5.538319998616096,2.286859988831522,2.6943760904217875,2.461946204237375,-1.2331559476558982,-2.3745314071583055,-5.208533747534034,-3.2180814110400733,-3.5416895282973724,-2.642050736369956,-0.43032546253719967,-3.4471693409065587,-0.06894896001283128,0.5918137191392885,0.015451577288046636,1.4391917198760615,3.1780861672777743,3.3463890359096866,4.456235167100488,3.72749202958753,3.2558088160711547,4.9070702882417345,4.529970288589299,5.815449234069021,10.347583275088805,8.207188165355813,7.336828899062247,7.210325345537065,-7.017378385698122,-8.29404092031601,-9.593908774432894,-13.165547782755823,-7.293566247391451,-5.900871449969485,-8.86816913883196,-8.303882939843975,-10.139240010166302,-14.69159066013196,-12.972133170445508,-11.408049722657756,-6.6363828851742745,-0.7888247674264313,2.4223511878759405,3.1504073244274142,-0.06992667485333459,-0.6796710420121751,-0.9196444749048988,-0.672591820730097,1.257894189845118,1.0523972837622737,0.9302043916511115,-1.5389158715111178,-4.549748549168277,-6.041809813694584,-8.284126862209195,-4.647080938935366,-0.9253559860599583,1.6097564490884853,4.977745733620891,4.732755827685745,4.4992491237581405,3.908704534121368,3.4268214861075417,3.172592508392703,3.6327411916719186,4.279225686438174,3.804184199939611,2.3085135425260686,0.3136567167045404,-0.29593284864415387
